,Unnamed: 0,"Starts, total",  Single-detached,  Multiple,     Semi-detached,     Row,     Apartment,"Starts by intended market, total",  Homeownership - freehold,  Rental,  Homeownership - condominium,  Other (co-op and unknown),"Completions, total",Residential Building Permits4,Residential Building Permits($) (thousands)4,Newly completed and unabsorbed homes1,     Single- and semi-detached,     Row and apartment,Rental vacancy rate (%)2,Rental availability rate (%)2,Vacancy Rate (Standard Spaces) in Seniors' Rental 7,Vacancy Rate of Rented Condominium Apartments ,New Housing Price Index (% change)4,Consumer Price Index (% change)4,Owned accommodation costs (% change)4,Rental accommodation costs (% change)4,  Bachelor,  One-bedroom,  Two-bedroom,  3+ bedroom,"Population on July 1 (thousands)3,5",Labour force participation rate (%)3,Employment (% change)4,Unemployment rate (%)3,"Net migration4,6","Starts by intended market, 1 total",Newly completed and unabsorbed homes2,Rental vacancy rate (%)3,Rental availability rate (%)3,Vacancy Rate (Standard Spaces) in Seniors' Rental 6,New Housing Price Index (% change)5,Consumer Price Index (% change)5,Construction Wage Rate Index (% change)5,Owned accommodation costs (% change)5,Rental accommodation costs (% change)5,Population on July 1 (thousands)4,Labour force participation rate (%)4,Employment (% change)5,Unemployment rate (%)4,Real disposable income (% change)5,Net migration5,Consumer Price Index (%  change)4,Owned accommodation costs (%  change)4,Labour force participation rate (% )3,Employment (%  change)4,Unemployment rate (% )3,Vacancy Rate (Standard Spaces) in Seniors' Rental 8,Teranet - National Bank House Price Index (% change)7, One-bedroom, Two-bedroom,3+ bedroom,Vacancy Rate (Standard Spaces) in Seniors' Rental 9,"New Housing Price Index (% change)4,8","Teranet - National Bank House Price Index (% change)7,8","Consumer Price Index (% change)4,8","Owned accommodation costs (% change)4,8","Rental accommodation costs (% change)4,8","New Housing Price Index (% change)4,7","Consumer Price Index (% change)4,7","Owned accommodation costs (% change)4,7","Rental accommodation costs (% change)4,7"
312,2013,2439,678,1761,120,167,1474,2439,953,1414,72,0,3357,2048,340.06,156,116,40,3.2,4.2,,0,2.55044108655778,1.13062790228142,1.81483429773803,1.55853840417599,703,,,,410.291,69.9,0.27063599458729,6.5,2127,,,,,,,,,,,,,,,,,,,,,,1.6,0.393194166428378,785,976,1237,,,,,,,,,,
313,2014,1757,511,1246,70,112,1064,1757,654,888,166,49,1850,2161,362.393,181,105,76,3.8,4.5,,0,0.323652159100586,1.7768017568377,0.929992250064596,1.16748659960348,716,,,,414.073,69.2,0.449842555105713,6.1,2490,,,,,,,,,,,,,,,,,,,,,,6.4,-2.48522395499537,800,1005,1267,,,,,,,,,,
314,2015,2599,425,2174,72,97,2005,2599,532,1541,383,143,1674,2723,426.226,174,92,82,3.4,4.5,,0,0.755581967908986,0.555773505950045,1.28615305861273,0.936275221367399,731,,,,417.724,68.5999999999999,0.358262427227936,6.3,2428,,,,,,,,,,,,,,,,,,,,,,10.4,2.56316635022637,833,1048,1295,,,,,,,,,,
315,2016,2305,567,1738,148,128,1462,2305,751,1258,296,0,2028,2389,381.611,150,77,73,2.6,3.7,,3.8,0.379170879676444,1.25495805969179,1.09293069682228,1.09297476091177,758,,,,425.871,68,0.892458723784025,6.1,6980,,,,,,,,,,,,,,,,,,,,,,3.5,1.46671413314347,845,1063,1288,,,,,,,,,,
316,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,,,,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,availablesupply,housingcosts,averagerent,averagerent,averagerent,,,,,,,,,,
317,state,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,halifax,,halifax,halifax,halifax,halifax,halifax,halifax,,,,halifax,halifax,halifax,halifax,halifax,,,,,,,,,,,,,,,,,,,,,,halifax,halifax,halifax,halifax,halifax,,,,,,,,,,
318,1990,2969,1451,1518,22,1069,427,2969,1658,447,864,0,3242,2956,283.673,0,0,0,1.3,0,,,2.25635449232024,4.8152668367913,0,0,342,,,,614.663,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,432,523,653,,,,,,,,,,
319,1991,2498,790,1708,36,989,683,2498,892,756,836,14,2491,2322,220.091,0,0,0,1.6,0,,,-5.86202312907086,4.63639250555731,0,0,372,,,,618.603,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,458,548,690,,,,,,,,,,
320,1992,2632,1213,1419,26,902,491,2632,1408,591,262,371,2680,2922,260.899,674,142,532,2.3,0,,,-3.64303868963569,1.02175012645421,0,0,363,,,,622.347,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,469,574,697,,,,,,,,,,
321,1993,2989,1510,1479,160,936,383,2989,1895,721,283,90,2521,3402,304.329,428,162,266,2.7,0,,,-2.62309495896835,1.78249549369117,0,0,383,,,,624.799,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,488,599,742,,,,,,,,,,
322,1994,2833,1670,1163,92,773,298,2833,1834,323,541,135,3519,2788,270.404,307,149,158,2.4,0,,,-0.331075996990221,0.0491932310114205,0,0,389,,,,630.008,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,498,602,755,,,,,,,,,,
323,1995,2001,1057,944,70,487,387,2001,1175,290,536,0,1950,2012,192.145,289,167,122,2,0,,,-1.16261512909556,2.46828596715508,0,0,396,,,,636.438,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,509,614,755,,,,,,,,,,
324,1996,2642,1472,1170,138,849,183,2642,1956,6,680,0,2421,2628,263.137,191,129,62,2.2,0,,,-0.76382523678582,1.51631477927062,0,0,389,,,,635.136,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,506,625,789,,,,,,,,,,
325,1997,3698,2239,1459,154,1031,274,3698,2712,28,958,0,3409,3784,375.813,177,104,73,3.1,0,,,3.92549261083743,1.8812629986765,0,0,405,,,,643.285999999999,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,520,636,808,,,,,,,,,,
326,1998,3627,1736,1891,188,1215,488,3627,2573,79,975,0,3222,3708,392.388,155,75,80,3.2,0,,,3.16990075544362,0.927902013547366,0,0,403,,,,650.655,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,539,662,821,,,,,,,,,,
327,1999,3923,1906,2017,188,878,951,3923,2366,8,1549,0,3451,4079,436.154,325,136,189,1.9,0,,,1.03374012921753,1.93987312678127,0,0,423,,,,658.021,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,3.15030178124537,563,698,860,,,,,,,,,,
328,2000,3108,1884,1224,134,880,210,3108,2412,15,681,0,4024,3138,371.062,587,196,391,1.7,0,,,2.50106579508312,2.94011544011545,0,0,460,,,,667.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,5.26616240901955,582,719,864,,,,,,,,,,
329,2001,3365,1842,1523,122,936,465,3365,2303,0,1053,9,3284,3395,409.659,659,322,337,1.3,0,,,2.02412311104949,3.05764850183983,0,0,453,,,,689.072,67.2,0,6.1,0,,,,,,,,,,,,,,,,,,,,,,0,5.68058568329716,608,740,913,,,,,,,,,,
330,2002,3803,2259,1544,95,1243,206,3803,2946,98,753,6,3621,3979,522.741,351,212,139,1.6,0,,,4.34841690447072,2.01479214486101,0,0,476,,,,697.025,66.4,-0.346120565330253,6.7,6953,,,,,,,,,,,,,,,,,,,,,,0,8.01796023091725,627,765,952,,,,,,,,,,
331,2003,3260,1743,1517,100,1240,177,3260,2401,13,831,15,3303,3309,465.961,122,66,56,3,0,,,6.26383643703607,2.64999999999999,0,0,498,,,,703.998,68.3,4.9493487698987,6.2,6102,,,,,,,,,,,,,,,,,,,,,,0,6.17577197149643,633,778,946,,,,,,,,,,
332,2004,4093,1995,2098,158,1196,744,4093,2672,217,1204,0,3233,4063,602.25,172,61,111,3.4,5.4,,,5.36764705882352,1.88342263354441,0,0,509,,,,710.139,69.3,2.39933811362382,6.3,4857,,,,,,,,,,,,,,,,,,,,,,0,6.92393736017897,641,789,967,,,,,,,,,,
333,2005,3145,1502,1643,204,1002,437,3145,2129,265,751,0,2842,3469,562.381,115,60,55,4.3,7.3,,,5.66410793207722,2.19920318725098,0,0,493,,,,715.083,66.5,-2.12765957446809,5.6,3660,,,,,,,,,,,,,,,,,,,,,,0,8.03431321267913,646,791,961,,,,,,,,,,
334,2006,3043,1741,1302,138,948,216,3043,2441,130,472,0,3347,3300,547.935,111,63,48,4.3,7,,,5.52559163456247,1.76204584437862,0,0,492,,,,719.434,67,1.23830489818381,6,-708,,,,,,,,,,,,,,,,,,,,,,0,4.18320906361964,644,796,946,,,,,,,,,,
335,2007,3004,1761,1243,94,922,227,3004,2264,139,601,0,3309,3283,578.037,125,67,58,3.5,5.8,,,4.46437884635443,1.83113699049953,0,0,511,,,,722.102,66.9,0.570807284588209,6,2594,,,,,,,,,,,,,,,,,,,,,,0,4.61009387489543,666,824,1005,,,,,,,,,,
336,2008,3529,1675,1854,132,1224,498,3529,2378,0,1151,0,2717,3595,632.269,127,84,43,3.2,4.9,,,2.79580629056415,2.27221428034007,0,0,542,,,,725.297,66.5,0.0810810810810841,6.1,3107,,,,,,,,,,,,,,,,,,,,,,0,2.84318080852954,681,836,986,,,,,,,,,,
337,2009,1860,899,961,134,473,354,1860,1240,264,355,1,2721,2100,386.522,86,47,39,4,7,,,-1.08790675084992,0.375193114102854,0,0,517,,,,729.247,67.5,-0.135025654874426,8.5,3831,,,,,,,,,,,,,,,,,,,,,,17,2.66090712742981,679,831,1022,,,,,,,,,,
338,2010,3562,1753,1809,246,933,630,3562,2731,197,634,0,3178,3456,758.636999999999,73,34,39,3.7,6.8,,,1.57124619463811,2.43330401641747,0,0,529,,,,736.141,65.9,-0.189291508923739,7.6,6716,,,,,,,,,,,,,,,,,,,,,,11.2,2.57510729613734,705,862,1095,,,,,,,,,,
339,2011,2462,1370,1092,28,675,389,2462,1848,131,483,0,2717,3137,673.497,75,33,42,3.4,6.2,,,0.870153727158471,3.08385804235832,0,0,549,,,,742.498,65.5,1.62557572473584,6.6,4795,,,,,,,,,,,,,,,,,,,,,,11,7.70366724095497,722,884,1133,,,,,,,,,,
340,2012,2969,1389,1580,94,1040,446,2969,2094,144,731,0,3169,3205,762.273,69,50,19,3.5,6.7,,,1.5431802933001,1.40903727354758,0,0,569,,,,750.684,64.9,0.399893361770194,6.6,6351,,,,,,,,,,,,,,,,,,,,,,9.9,7.41163924436318,735,886,1101,,,,,,,,,,
341,2013,2709,1159,1550,100,746,704,2709,1678,373,658,0,2359,2561,657.655,64,54,10,3.4,5.2,,,2.46365867472153,1.05407255304585,0,0,588,,,,758.005,63.7,-0.477960701009031,6.4,5764,,,,,,,,,,,,,,,,,,,,,,9.3,3.65931494220268,766,932,1130,,,,,,,,,,
342,2014,2832,1153,1679,110,1065,504,2832,2078,126,628,0,2635,2647,729.653,92,70,22,2.2,3.6,,,2.71764163979733,2.30967217556218,0,0,592,,,,764.695,64,2.37459978655282,5.8,5270,,,,,,,,,,,,,,,,,,,,,,11,7.82650338646782,792,959,1173,,,,,,,,,,
343,2015,2054,1122,932,24,539,369,2054,1652,2,400,0,2722,3232,882.364,287,111,176,3.4,6.6,,,3.26457399103138,1.21813968884476,0,0,607,,,,770.156,63.5,0.443054469637734,5.5,4177,,,,,,,,,,,,,,,,,,,,,,9.7,8.81923735803564,828,1034,1289,,,,,,,,,,
344,2016,3269,827,2442,110,1099,1233,3269,2013,228,1028,0,2075,3597,954.712,364,104,260,3.8,6,,,2.72711481674483,1.78559748839033,0,0,673,,,,778.417,63.2,0.103788271925281,6.2,7116,,,,,,,,,,,,,,,,,,,,,,10.3,17.4683691913008,869,1037,1232,,,,,,,,,,
345,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,,,,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,availablesupply,housingcosts,averagerent,averagerent,averagerent,,,,,,,,,,
346,state,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,hamilton,,,hamilton,hamilton,hamilton,hamilton,hamilton,,,,hamilton,hamilton,hamilton,hamilton,hamilton,,,,,,,,,,,,,,,,,,,,,,hamilton,hamilton,hamilton,hamilton,hamilton,,,,,,,,,,
347,1990,1403,591,812,158,222,432,1403,862,424,91,26,1594,0,0,0,0,0,0.9,0,0,,0,0,0,0,315,443,534,668,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1991,792,337,455,76,31,348,792,438,348,6,0,990,0,0,0,0,0,1.5,0,0,,0,0,0,0,325,466,570,762,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1992,761,326,435,126,147,162,761,575,186,0,0,853,0,0,110,53,57,1.9,0,0,,0,0,0,0,336,486,592,764,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1993,575,302,273,186,45,42,575,533,0,42,0,779,0,0,93,58,35,2.5,0,0,,0,0,0,0,359,506,619,788,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1994,498,272,226,178,39,9,498,468,7,0,23,708,0,0,140,59,81,2.9,0,0,,0,0,0,0,377,511,624,787,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1995,323,202,121,92,29,0,323,323,0,0,0,342,0,0,96,40,56,3.2,0,0,,0,0,0,0,390,512,631,868,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1996,533,207,326,132,86,108,533,425,108,0,0,414,0,0,94,43,51,4.2,0,0,,0,0,0,0,397,520,654,827,148.736,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1997,559,386,173,117,40,16,559,543,16,0,0,635,0,0,78,50,28,5.3,0,0,,0,0,0,0,416,533,643,808,148.855,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1998,486,388,98,71,27,0,486,486,0,0,0,508,0,0,51,45,6,5.4,0,0,,0,0,0,0,416,534,653,848,148.817,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1999,656,437,219,68,33,118,656,537,118,0,1,550,0,0,49,45,4,3.4,0,0,,0,0,0,0,423,542,658,911,149.694,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2000,659,500,159,31,39,89,659,570,8,81,0,653,0,0,54,42,12,1.8,0,0,,0,0,0,0,435,559,679,888,151.303,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2001,707,537,170,16,26,128,707,582,125,0,0,651,852,83.613,30,16,14,1.5,0,0,,0,0,0,0,446,594,709,873,152.774,64.0999999999999,0,6.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2002,810,775,35,32,3,0,810,810,0,0,0,843,894,103.307,18,18,0,0.9,0,0,,0,0,0,0,471,598,727,851,154.925,63.3,0,6.8,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2003,1131,718,413,90,55,268,1131,863,268,0,0,837,1134,110.649,25,25,0,1.9,0,0,,0,0,0,0,504,627,768,934,156.551,63.1,1.53846153846153,6.3,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2004,872,701,171,22,32,117,872,749,117,6,0,777,1021,113.274,50,49,1,2.4,4.3,0,,0,0,0,0,505,646,785,946,157.513,63.1,1.10192837465566,6.4,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2005,683,598,85,34,31,20,683,663,20,0,0,1086,912,102.915,43,41,2,2.4,3.9,0,,0,0,0,0,513,660,807,995,157.866,64.0999999999999,2.58855585831061,6.2,-370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2006,968,481,487,28,88,371,968,592,376,0,0,631,790,102.177,45,41,4,2.1,3.7,0,,0,0,0,0,553,688,841,1051,158.117,65.3,2.39043824701194,6.2,-417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2007,880,600,280,16,85,179,880,698,182,0,0,776,865,113.978,53,40,13,3.2,4.6,0,,0,0,0,0,556,701,856,1135,158.664,65.5,1.81582360570688,5.3,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2008,672,546,126,48,41,37,672,623,49,0,0,1068,686,95.718,62,35,27,1.3,2.6,0,,0,0,0,0,558,743,880,1327,159.838,66.3,2.03821656050954,5.7,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2009,717,432,285,20,41,224,717,484,228,5,0,518,933,129.052,34,34,0,1.3,2.5,9.4,,0,0,0,0,586,756,909,1135,161.375,65,-1.12359550561796,6.2,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2010,653,522,131,24,37,70,653,569,80,0,4,895,763,114.521,47,43,4,1,1.8,6.6,,0,0,0,0,612,779,935,1217,162.913,62.5,-3.15656565656565,6.2,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2011,959,467,492,28,70,394,959,555,400,0,4,608,894,134.293,110,85,25,1.1,2.2,25.5,,0,0,0,0,623,804,965,1215,164.492,64.2,3.38983050847456,6.7,1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2012,896,449,447,12,91,344,896,552,344,0,0,802,845,125.145,78,71,7,1.7,2.9,18.8,,0,0,0,0,661,850,1005,1230,165.914,64.3,1.63934426229507,6.7,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2013,856,325,531,8,103,420,856,436,305,115,0,810,952,135.606,51,30,21,2.3,3.6,15.2,,0,0,0,0,676,859,1054,1463,166.95,64.9,2.48138957816377,6.3,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2014,672,338,334,26,102,206,672,462,210,0,0,810,731,118.43,82,42,40,1.9,3.5,13.9,,0,0,0,0,662,888,1070,1411,168.164,63.6,-1.45278450363194,6.8,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2015,655,275,380,14,53,313,655,332,282,41,0,644,799,117.994,58,41,17,2.8,4.1,9.4,,0,0,0,0,679,915,1096,1469,169.42,64.3,1.84275184275184,6.6,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2016,412,300,112,4,93,15,412,397,15,0,0,629,662,111.73,49,26,23,2.6,4.2,6,,0,0,0,0,694,942,1119,1798,171.372,63.5,0.844390832328092,5.8,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,averagerent,averagerent,averagerent,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,state,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,kingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1990,3297,2847,450,57,6,387,,2004,142,0,128,4028,3349,272.117,,0,0,,,,,,,,,310,418,524,608,,,,,,2274,0,6.1,0,0,1.87937062937064,4.57456541628545,0,4.57735414266261,2.49693000409332,1105.421,67.3,0.219444399291275,7.4,0,0,,,,,,,,,,,,,,,,,,,,
377,1991,1950,1589,361,14,0,347,,1085,143,148,62,2190,2714,194.283,,0,0,,,,,,,,,318,424,531,630,,,,,,1438,0,6.2,0,0,-0.171600171600181,5.12904636920385,0,5.82932692307691,3.18490415335463,1109.604,67.025,-1.36406396989651,8.6,-2.66913290325952,0,,,,,,,,,,,,,,,,,,,,
378,1992,2310,1683,627,64,10,553,,1383,170,136,132,2190,3197,252.532,,131,76,,,,,,,,,324,434,545,644,,,,,,1821,207,5.8,0,0,-0.042973785990541,1.41475085821283,0,0.359644141586231,2.84470246734398,1112.689,66.4749999999999,-1.35168467268511,9.3,-0.326988623471029,-5108,,,,,,,,,,,,,,,,,,,,
379,1993,2425,1874,551,52,83,416,,1338,151,204,9,2572,3009,253.633,,215,69,,,,,,,,,327,435,550,652,,,,,,1702,284,5.6,0,0,3.56835769561478,2.68745512360242,0,-0.0282912108638314,1.73111299275566,1117.618,66.8499999999999,0.76678168391925,9.3,-0.453242835595782,-2520,,,,,,,,,,,,,,,,,,,,
380,1994,3197,2441,756,72,410,274,,1289,79,259,37,2996,3079,261.788,,231,44,,,,,,,,,329,440,551,645,,,,,,1664,275,5.5,0,0,3.42465753424658,1.37848366796523,0,1.48099235921139,0.906316470914635,1123.23,66.75,0.774180741426936,8.8,0.161820554126058,-1996,,,,,,,,,,,,,,,,,,,,
381,1995,1963,1564,399,45,121,233,,919,12,284,0,2153,2340,197.834,,253,32,,,,,,,,,335,443,554,655,,,,,,1215,285,5.2,0,0,1.50511739915714,2.6899201891812,0,3.40211935303959,1.17312803592704,1129.15,66.575,1.74822305027988,7.3,-0.326547098604445,-1226,,,,,,,,,,,,,,,,,,,,
382,1996,2318,1875,443,126,113,204,,927,105,211,0,1588,2512,222.065,,119,27,,,,,,,,,330,440,559,645,,,,,,1243,146,5.6,0,0,0.929221035982591,2.21646516983303,0,0.647249190938505,0.914937947277835,1134.196,66.4416666666666,0.219411461022197,7.2,-0.052560632338018,-1364,,,,,,,,,,,,,,,,,,,,
383,1997,2612,2019,593,143,96,354,,1266,187,211,0,2943,2924,260.992,,152,28,,,,,,,,,332,445,561,656,,,,,,1664,180,5.5,0,0,1.37120470127326,2.10269407678588,0,-0.0803858520900352,1.00538599640934,1136.128,66.6083333333333,1.40051513200257,6.5,-0.874103957157389,-3658,,,,,,,,,,,,,,,,,,,,
384,1998,2895,2368,527,131,81,315,,1312,281,263,0,2741,3417,291.941,,164,82,,,,,,,,,339,451,566,662,,,,,,1856,246,3.9,0,0,0.792270531400956,1.25953847568262,5.1353226925746,0.670421024403325,0.862068965517245,1137.489,66.9666666666666,1.88442609938087,5.5,2.6173939028341,-3687,,,,,,,,,,,,,,,,,,,,
385,1999,3133,2231,902,90,151,661,,1286,455,353,0,2812,3061,281.494,,143,32,,,,,,,,,338,454,574,668,,,,,,2094,175,3.2,0,0,1.61042944785276,2.00653713455602,-0.761614623000761,2.12218078494051,0.854700854700843,1142.448,67.5,1.30264736587872,5.6,3.6915778863839,205,,,,,,,,,,,,,,,,,,,,
386,2000,2560,2348,212,52,63,97,,1301,112,86,0,2785,2596,273.373,,199,16,,,,,,,,,339,471,581,719,,,,,,1499,215,2.2,0,0,2.84905660377358,2.44770805518469,4.20567920184189,2.94756977654117,1.02219115848332,1147.313,67.875,1.91653976896928,5,0.595757159788255,-33,,,,,,,,,,,,,,,,,,,,
387,2001,2963,2460,503,51,84,368,,1301,120,128,84,3153,2580,263.082,,157,11,,,,,,,,,357,474,596,695,,,,,,1633,168,1.4,0,0,1.76114474408365,2.69331016507384,3.06868954681592,1.25844594594593,1.57398598979503,1151.45,67.7,-0.412019499237835,5,3.27469718927736,-259,,,,,,,,,,,,,,,,,,,,
388,2002,3617,3016,601,68,76,457,,1712,313,142,0,3306,3185,346.66,,94,14,,,,,,,,,377,488,612,713,,,,,,2167,108,1.4,0,0,2.63205336217775,1.53130287648053,2.67721036585366,0.100091750771534,2.17113665389527,1156.636,68.9,2.44445791531538,5.1,2.14275981700453,-1,,,,,,,,,,,,,,,,,,,,
389,2003,4206,3165,1041,88,62,891,,1823,463,404,0,3671,4340,432.59,,133,11,,,,,,,,,378,504,633,760,,,,,,2690,144,1.6,0,0,3.67117512734938,1.81651529039248,0.621694349076745,1.52487292725606,1.70833333333332,1163.528,68.6083333333333,0.559179869524693,4.9,0.118825892717163,1818,,,,,,,,,,,,,,,,,,,,
390,2004,4440,3484,956,132,92,732,,2095,577,246,0,4551,4794,556.978,,183,40,,,,,,,,,387,515,650,769,,,,,,2918,223,1.4,0,0,6.67570315147406,1.92323430722644,3.36591663592768,2.22422849638871,1.39287177386317,1173.223,68.8499999999999,1.08124806919987,5.3,3.22692932890001,4444,,,,,,,,,,,,,,,,,,,,
391,2005,4731,3709,1022,133,161,728,,1956,528,395,0,4573,4730,573.408,,186,18,,,,,,,,,404,534,669,784,,,,,,2879,204,1.9,2.7,0,8.46569250317664,2.71398747390396,3.68453920956375,3.64512244078683,1.38181818181817,1178.296,68.3583333333333,0.686925136802878,4.7,0.331981743149877,-104,,,,,,,,,,,,,,,,,,,,
392,2006,5028,3552,1476,178,158,1140,,2004,671,500,0,4775,5636,690.576,,203,26,,,,,,,,,418,552,692,823,,,,,,3175,229,1.6,2.2,0,9.45965734368135,1.93871169480925,-1.72947857511616,3.47044697497869,1.6260162601626,1183.524,68.3499999999999,1.15778214616097,4.3,4.5531815703933,135,,,,,,,,,,,,,,,,,,,,
393,2007,5738,3857,1881,175,198,1508,,2214,819,799,0,4890,6058,810.909,,204,81,,,,,,,,,449,572,721,855,,,,,,3832,285,1.5,1.8,0,11.8394648829431,2.07055214723926,2.11014797303213,5.21823762820993,1.77254901960783,1189.366,68.9833333333333,1.58319639922838,4.4,4.98191265619201,5392,,,,,,,,,,,,,,,,,,,,
394,2008,5537,3690,1847,168,480,1199,,2421,466,884,24,5877,5912,914.726,,287,142,,,,,,,,,460,596,748,893,,,,,,3795,429,0.9,1.4,0,10.1794258373205,2.23140495867769,4.42891442291201,5.26540486694178,2.04993834771886,1197.774,69.1916666666666,1.53742281237252,4.2,4.83710984139816,7517,,,,,,,,,,,,,,,,,,,,
395,2009,4174,3042,1132,191,307,634,,1902,623,264,0,4903,4504,703.242,,169,105,,,,,,,,,445,610,788,923,,,,,,2789,274,1.1,1.8,7.8,2.54044077733144,0.609980157271993,6.54842550396189,2.15627957279978,2.44676030811056,1208.589,69.1083333333333,-0.167622530684619,5.2,3.04788878501424,9488,,,,,,,,,,,,,,,,,,,,
396,2010,5888,3976,1912,181,387,1344,,2365,1004,597,0,5131,6064,937.402,,197,114,,,,,,,,,486,643,815,1022,,,,,,3966,311,0.9,1.5,7.9,4.76442562202223,0.8254200146092,6.73551171393341,-0.218355058558849,2.41780922895474,1220.93,69.3666666666666,1.40706306806356,5.4,3.10743091703983,10726,,,,,,,,,,,,,,,,,,,,
397,2011,6083,3831,2252,243,672,1337,,2479,1010,671,0,5971,6084,952.99,,192,67,,,,,,,,,520,670,850,1027,,,,,,4160,259,1,1.5,7.1,4.82061647296613,2.94863435485038,-1.48736462093863,3.42175066312997,1.97927162804088,1233.728,68.9083333333333,0.443355820413532,5.5,2.13808661053679,11247,,,,,,,,,,,,,,,,,,,,
