,REF_DATE,GEO,Population estimate
2992,Apr-07,Manitoba,1186430
2993,Apr-07,Saskatchewan,997550
2994,Apr-07,Alberta,3490842
2995,Apr-07,British Columbia,4276743
2996,Apr-07,Yukon,32273
2997,Apr-07,Northwest Territories,43107
2998,Apr-07,Nunavut,31184
2999,Jul-07,Canada,32889025
3000,Jul-07,Newfoundland and Labrador,509055
3001,Jul-07,Prince Edward Island,137711
3002,Jul-07,Nova Scotia,935115
3003,Jul-07,New Brunswick,745433
3004,Jul-07,Quebec,7692916
3005,Jul-07,Ontario,12764806
3006,Jul-07,Manitoba,1189451
3007,Jul-07,Saskatchewan,1002086
3008,Jul-07,Alberta,3514147
3009,Jul-07,British Columbia,4290984
3010,Jul-07,Yukon,32554
3011,Jul-07,Northwest Territories,43372
3012,Jul-07,Nunavut,31395
3013,Oct-07,Canada,33002138
3014,Oct-07,Newfoundland and Labrador,510262
3015,Oct-07,Prince Edward Island,138026
3016,Oct-07,Nova Scotia,935379
3017,Oct-07,New Brunswick,746138
3018,Oct-07,Quebec,7713173
3019,Oct-07,Ontario,12807208
3020,Oct-07,Manitoba,1191690
3021,Oct-07,Saskatchewan,1007323
3022,Oct-07,Alberta,3533413
3023,Oct-07,British Columbia,4312042
3024,Oct-07,Yukon,32662
3025,Oct-07,Northwest Territories,43262
3026,Oct-07,Nunavut,31560
3027,Jan-08,Canada,33050613
3028,Jan-08,Newfoundland and Labrador,511008
3029,Jan-08,Prince Edward Island,138000
3030,Jan-08,Nova Scotia,935475
3031,Jan-08,New Brunswick,746288
3032,Jan-08,Quebec,7725513
3033,Jan-08,Ontario,12814446
3034,Jan-08,Manitoba,1193408
3035,Jan-08,Saskatchewan,1010304
3036,Jan-08,Alberta,3548796
3037,Jan-08,British Columbia,4319652
3038,Jan-08,Yukon,32751
3039,Jan-08,Northwest Territories,43357
3040,Jan-08,Nunavut,31615
3041,Apr-08,Canada,33127520
3042,Apr-08,Newfoundland and Labrador,511253
3043,Apr-08,Prince Edward Island,138186
3044,Apr-08,Nova Scotia,935635
3045,Apr-08,New Brunswick,746533
3046,Apr-08,Quebec,7740347
3047,Apr-08,Ontario,12840272
3048,Apr-08,Manitoba,1194662
3049,Apr-08,Saskatchewan,1013478
3050,Apr-08,Alberta,3567458
3051,Apr-08,British Columbia,4331699
3052,Apr-08,Yukon,32954
3053,Apr-08,Northwest Territories,43362
3054,Apr-08,Nunavut,31681
3055,Jul-08,Canada,33247118
3056,Jul-08,Newfoundland and Labrador,511581
3057,Jul-08,Prince Edward Island,138749
3058,Jul-08,Nova Scotia,935897
3059,Jul-08,New Brunswick,746877
3060,Jul-08,Quebec,7761725
3061,Jul-08,Ontario,12883583
3062,Jul-08,Manitoba,1197775
3063,Jul-08,Saskatchewan,1017404
3064,Jul-08,Alberta,3595856
3065,Jul-08,British Columbia,4349336
3066,Jul-08,Yukon,33083
3067,Jul-08,Northwest Territories,43360
3068,Jul-08,Nunavut,31892
3069,Oct-08,Canada,33372418
3070,Oct-08,Newfoundland and Labrador,513437
3071,Oct-08,Prince Edward Island,139465
3072,Oct-08,Nova Scotia,937045
3073,Oct-08,New Brunswick,747769
3074,Oct-08,Quebec,7786475
3075,Oct-08,Ontario,12927148
3076,Oct-08,Manitoba,1199548
3077,Oct-08,Saskatchewan,1022553
3078,Oct-08,Alberta,3619292
3079,Oct-08,British Columbia,4371124
3080,Oct-08,Yukon,33306
3081,Oct-08,Northwest Territories,43293
3082,Oct-08,Nunavut,31963
3083,Jan-09,Canada,33427050
3084,Jan-09,Newfoundland and Labrador,514223
3085,Jan-09,Prince Edward Island,139136
3086,Jan-09,Nova Scotia,937382
3087,Jan-09,New Brunswick,748373
3088,Jan-09,Quebec,7799115
3089,Jan-09,Ontario,12932234
3090,Jan-09,Manitoba,1201702
3091,Jan-09,Saskatchewan,1025993
3092,Jan-09,Alberta,3638482
3093,Jan-09,British Columbia,4381829
3094,Jan-09,Yukon,33404
3095,Jan-09,Northwest Territories,43116
3096,Jan-09,Nunavut,32061
3097,Apr-09,Canada,33511275
3098,Apr-09,Newfoundland and Labrador,514719
3099,Apr-09,Prince Edward Island,139206
3100,Apr-09,Nova Scotia,937429
3101,Apr-09,New Brunswick,749161
3102,Apr-09,Quebec,7817022
3103,Apr-09,Ontario,12956332
3104,Apr-09,Manitoba,1204014
3105,Apr-09,Saskatchewan,1029901
3106,Apr-09,Alberta,3659228
3107,Apr-09,British Columbia,4395190
3108,Apr-09,Yukon,33582
3109,Apr-09,Northwest Territories,43106
3110,Apr-09,Nunavut,32385
3111,Jul-09,Canada,33628895
3112,Jul-09,Newfoundland and Labrador,516751
3113,Jul-09,Prince Edward Island,139891
3114,Jul-09,Nova Scotia,938208
3115,Jul-09,New Brunswick,749956
3116,Jul-09,Quebec,7843383
3117,Jul-09,Ontario,12998345
3118,Jul-09,Manitoba,1208556
3119,Jul-09,Saskatchewan,1034819
3120,Jul-09,Alberta,3678996
3121,Jul-09,British Columbia,4410506
3122,Jul-09,Yukon,33731
3123,Jul-09,Northwest Territories,43156
3124,Jul-09,Nunavut,32597
3125,Oct-09,Canada,33757077
3126,Oct-09,Newfoundland and Labrador,518985
3127,Oct-09,Prince Edward Island,140611
3128,Oct-09,Nova Scotia,940501
3129,Oct-09,New Brunswick,751066
3130,Oct-09,Quebec,7871361
3131,Oct-09,Ontario,13047485
3132,Oct-09,Manitoba,1211875
3133,Oct-09,Saskatchewan,1039554
3134,Oct-09,Alberta,3694303
3135,Oct-09,British Columbia,4431576
3136,Oct-09,Yukon,34025
3137,Oct-09,Northwest Territories,42924
3138,Oct-09,Nunavut,32811
3139,Jan-10,Canada,33807529
3140,Jan-10,Newfoundland and Labrador,520283
3141,Jan-10,Prince Edward Island,140612
3142,Jan-10,Nova Scotia,940823
3143,Jan-10,New Brunswick,751281
3144,Jan-10,Quebec,7885717
3145,Jan-10,Ontario,13058435
3146,Jan-10,Manitoba,1213933
3147,Jan-10,Saskatchewan,1042952
3148,Jan-10,Alberta,3702266
3149,Jan-10,British Columbia,4441329
3150,Jan-10,Yukon,34007
3151,Jan-10,Northwest Territories,42970
3152,Jan-10,Nunavut,32921
3153,Apr-10,Canada,33889236
3154,Apr-10,Newfoundland and Labrador,521204
3155,Apr-10,Prince Edward Island,140990
3156,Apr-10,Nova Scotia,940919
3157,Apr-10,New Brunswick,752021
3158,Apr-10,Quebec,7903339
3159,Apr-10,Ontario,13088106
3160,Apr-10,Manitoba,1216610
3161,Apr-10,Saskatchewan,1046799
3162,Apr-10,Alberta,3714974
3163,Apr-10,British Columbia,4453744
3164,Apr-10,Yukon,34241
3165,Apr-10,Northwest Territories,43152
3166,Apr-10,Nunavut,33137
3167,Jul-10,Canada,34004889
3168,Jul-10,Newfoundland and Labrador,522009
3169,Jul-10,Prince Edward Island,141654
3170,Jul-10,Nova Scotia,942107
3171,Jul-10,New Brunswick,753035
3172,Jul-10,Quebec,7929222
3173,Jul-10,Ontario,13135778
3174,Jul-10,Manitoba,1220780
3175,Jul-10,Saskatchewan,1051443
3176,Jul-10,Alberta,3732082
3177,Jul-10,British Columbia,4465546
3178,Jul-10,Yukon,34596
3179,Jul-10,Northwest Territories,43285
3180,Jul-10,Nunavut,33352
3181,Oct-10,Canada,34131683
3182,Oct-10,Newfoundland and Labrador,522865
3183,Oct-10,Prince Edward Island,142732
3184,Oct-10,Nova Scotia,944179
3185,Oct-10,New Brunswick,754287
3186,Oct-10,Quebec,7955007
3187,Oct-10,Ontario,13189339
3188,Oct-10,Manitoba,1224662
3189,Oct-10,Saskatchewan,1056115
3190,Oct-10,Alberta,3747226
3191,Oct-10,British Columbia,4483609
3192,Oct-10,Yukon,34789
3193,Oct-10,Northwest Territories,43303
3194,Oct-10,Nunavut,33570
3195,Jan-11,Canada,34166099
3196,Jan-11,Newfoundland and Labrador,523726
3197,Jan-11,Prince Edward Island,143020
3198,Jan-11,Nova Scotia,944068
3199,Jan-11,New Brunswick,754794
3200,Jan-11,Quebec,7967185
3201,Jan-11,Ontario,13198650
3202,Jan-11,Manitoba,1227212
3203,Jan-11,Saskatchewan,1058963
3204,Jan-11,Alberta,3754424
3205,Jan-11,British Columbia,4482260
3206,Jan-11,Yukon,34801
3207,Jan-11,Northwest Territories,43263
3208,Jan-11,Nunavut,33733
3209,Apr-11,Canada,34230378
3210,Apr-11,Newfoundland and Labrador,524239
3211,Apr-11,Prince Edward Island,143265
3212,Apr-11,Nova Scotia,943918
3213,Apr-11,New Brunswick,754841
3214,Apr-11,Quebec,7982119
3215,Apr-11,Ontario,13221999
3216,Apr-11,Manitoba,1229063
3217,Apr-11,Saskatchewan,1061484
3218,Apr-11,Alberta,3768773
3219,Apr-11,British Columbia,4488508
3220,Apr-11,Yukon,34983
3221,Apr-11,Northwest Territories,43263
3222,Apr-11,Nunavut,33923
3223,Jul-11,Canada,34339328
3224,Jul-11,Newfoundland and Labrador,524999
3225,Jul-11,Prince Edward Island,143963
3226,Jul-11,Nova Scotia,944274
3227,Jul-11,New Brunswick,755705
3228,Jul-11,Quebec,8005090
3229,Jul-11,Ontario,13261381
3230,Jul-11,Manitoba,1233649
3231,Jul-11,Saskatchewan,1066026
3232,Jul-11,Alberta,3789030
3233,Jul-11,British Columbia,4502104
3234,Jul-11,Yukon,35411
3235,Jul-11,Northwest Territories,43504
3236,Jul-11,Nunavut,34192
3237,Oct-11,Canada,34457998
3238,Oct-11,Newfoundland and Labrador,525936
3239,Oct-11,Prince Edward Island,144378
3240,Oct-11,Nova Scotia,945016
3241,Oct-11,New Brunswick,756420
3242,Oct-11,Quebec,8021860
3243,Oct-11,Ontario,13308659
3244,Oct-11,Manitoba,1238019
3245,Oct-11,Saskatchewan,1070687
3246,Oct-11,Alberta,3807726
3247,Oct-11,British Columbia,4525684
3248,Oct-11,Yukon,35668
3249,Oct-11,Northwest Territories,43593
3250,Oct-11,Nunavut,34352
3251,Jan-12,Canada,34516352
3252,Jan-12,Newfoundland and Labrador,526215
3253,Jan-12,Prince Edward Island,144310
3254,Jan-12,Nova Scotia,944307
3255,Jan-12,New Brunswick,757278
3256,Jan-12,Quebec,8029498
3257,Jan-12,Ontario,13323332
3258,Jan-12,Manitoba,1242141
3259,Jan-12,Saskatchewan,1074265
3260,Jan-12,Alberta,3825072
3261,Jan-12,British Columbia,4536084
3262,Jan-12,Yukon,35782
3263,Jan-12,Northwest Territories,43648
3264,Jan-12,Nunavut,34420
3265,Apr-12,Canada,34592779
3266,Apr-12,Newfoundland and Labrador,525655
3267,Apr-12,Prince Edward Island,144472
3268,Apr-12,Nova Scotia,943746
3269,Apr-12,New Brunswick,757270
3270,Apr-12,Quebec,8039492
3271,Apr-12,Ontario,13348263
3272,Apr-12,Manitoba,1245692
3273,Apr-12,Saskatchewan,1077892
3274,Apr-12,Alberta,3847722
3275,Apr-12,British Columbia,4548438
3276,Apr-12,Yukon,35843
3277,Apr-12,Northwest Territories,43701
3278,Apr-12,Nunavut,34593
3279,Jul-12,Canada,34714222
3280,Jul-12,Newfoundland and Labrador,526345
3281,Jul-12,Prince Edward Island,144530
3282,Jul-12,Nova Scotia,943635
3283,Jul-12,New Brunswick,758378
3284,Jul-12,Quebec,8061101
3285,Jul-12,Ontario,13390632
3286,Jul-12,Manitoba,1249975
3287,Jul-12,Saskatchewan,1083755
3288,Jul-12,Alberta,3874548
3289,Jul-12,British Columbia,4566769
3290,Jul-12,Yukon,36234
3291,Jul-12,Northwest Territories,43648
3292,Jul-12,Nunavut,34672
3293,Oct-12,Canada,34836008
3294,Oct-12,Newfoundland and Labrador,527180
3295,Oct-12,Prince Edward Island,144520
3296,Oct-12,Nova Scotia,943341
3297,Oct-12,New Brunswick,758673
3298,Oct-12,Quebec,8078388
3299,Oct-12,Ontario,13434943
3300,Oct-12,Manitoba,1254178
3301,Oct-12,Saskatchewan,1088959
3302,Oct-12,Alberta,3900333
3303,Oct-12,British Columbia,4590545
3304,Oct-12,Yukon,36425
3305,Oct-12,Northwest Territories,43681
3306,Oct-12,Nunavut,34842
3307,Jan-13,Canada,34883119
3308,Jan-13,Newfoundland and Labrador,527248
3309,Jan-13,Prince Edward Island,144175
3310,Jan-13,Nova Scotia,942598
3311,Jan-13,New Brunswick,758298
3312,Jan-13,Quebec,8082771
3313,Jan-13,Ontario,13444704
3314,Jan-13,Manitoba,1257940
3315,Jan-13,Saskatchewan,1091547
3316,Jan-13,Alberta,3920499
3317,Jan-13,British Columbia,4598255
3318,Jan-13,Yukon,36373
3319,Jan-13,Northwest Territories,43737
3320,Jan-13,Nunavut,34974
3321,Apr-13,Canada,34958216
3322,Apr-13,Newfoundland and Labrador,527313
3323,Apr-13,Prince Edward Island,143948
3324,Apr-13,Nova Scotia,941230
3325,Apr-13,New Brunswick,758132
3326,Apr-13,Quebec,8090916
3327,Apr-13,Ontario,13467829
3328,Apr-13,Manitoba,1260834
3329,Apr-13,Saskatchewan,1094390
3330,Apr-13,Alberta,3946798
3331,Apr-13,British Columbia,4611648
3332,Apr-13,Yukon,36313
3333,Apr-13,Northwest Territories,43867
3334,Apr-13,Nunavut,34998
3335,Jul-13,Canada,35082954
3336,Jul-13,Newfoundland and Labrador,527114
3337,Jul-13,Prince Edward Island,144094
3338,Jul-13,Nova Scotia,940434
3339,Jul-13,New Brunswick,758544
3340,Jul-13,Quebec,8110880
3341,Jul-13,Ontario,13510781
3342,Jul-13,Manitoba,1264620
3343,Jul-13,Saskatchewan,1099736
3344,Jul-13,Alberta,3981011
3345,Jul-13,British Columbia,4630077
3346,Jul-13,Yukon,36521
3347,Jul-13,Northwest Territories,43805
3348,Jul-13,Nunavut,35337
3349,Oct-13,Canada,35211866
3350,Oct-13,Newfoundland and Labrador,528117
3351,Oct-13,Prince Edward Island,144103
3352,Oct-13,Nova Scotia,940105
3353,Oct-13,New Brunswick,758670
3354,Oct-13,Quebec,8124660
3355,Oct-13,Ontario,13558528
3356,Oct-13,Manitoba,1268428
3357,Oct-13,Saskatchewan,1103730
3358,Oct-13,Alberta,4010903
3359,Oct-13,British Columbia,4658875
3360,Oct-13,Yukon,36448
3361,Oct-13,Northwest Territories,43756
3362,Oct-13,Nunavut,35543
3363,Jan-14,Canada,35249639
3364,Jan-14,Newfoundland and Labrador,528242
3365,Jan-14,Prince Edward Island,143996
3366,Jan-14,Nova Scotia,939867
3367,Jan-14,New Brunswick,759018
3368,Jan-14,Quebec,8125478
3369,Jan-14,Ontario,13562583
3370,Jan-14,Manitoba,1271562
3371,Jan-14,Saskatchewan,1106374
3372,Jan-14,Alberta,4029951
3373,Jan-14,British Columbia,4666788
3374,Jan-14,Yukon,36393
3375,Jan-14,Northwest Territories,43800
3376,Jan-14,Nunavut,35587
3377,Apr-14,Canada,35323533
3378,Apr-14,Newfoundland and Labrador,527498
3379,Apr-14,Prince Edward Island,143984
3380,Apr-14,Nova Scotia,938913
3381,Apr-14,New Brunswick,758876
3382,Apr-14,Quebec,8132425
3383,Apr-14,Ontario,13582747
3384,Apr-14,Manitoba,1274407
3385,Apr-14,Saskatchewan,1109631
3386,Apr-14,Alberta,4054280
3387,Apr-14,British Columbia,4684490
3388,Apr-14,Yukon,36682
3389,Apr-14,Northwest Territories,43794
3390,Apr-14,Nunavut,35806
3391,Jul-14,Canada,35437435
3392,Jul-14,Newfoundland and Labrador,528159
3393,Jul-14,Prince Edward Island,144283
3394,Jul-14,Nova Scotia,938545
3395,Jul-14,New Brunswick,758976
3396,Jul-14,Quebec,8150183
3397,Jul-14,Ontario,13617553
3398,Jul-14,Manitoba,1279014
3399,Jul-14,Saskatchewan,1112979
3400,Jul-14,Alberta,4083648
3401,Jul-14,British Columbia,4707103
3402,Jul-14,Yukon,37137
3403,Jul-14,Northwest Territories,43884
3404,Jul-14,Nunavut,35971
3405,Oct-14,Canada,35559047
3406,Oct-14,Newfoundland and Labrador,528461
3407,Oct-14,Prince Edward Island,144538
3408,Oct-14,Nova Scotia,938972
3409,Oct-14,New Brunswick,759524
3410,Oct-14,Quebec,8165447
3411,Oct-14,Ontario,13661314
3412,Oct-14,Manitoba,1283366
3413,Oct-14,Saskatchewan,1116203
3414,Oct-14,Alberta,4106056
3415,Oct-14,British Columbia,4737725
3416,Oct-14,Yukon,37272
3417,Oct-14,Northwest Territories,44064
3418,Oct-14,Nunavut,36105
3419,Jan-15,Canada,35575187
3420,Jan-15,Newfoundland and Labrador,528361
3421,Jan-15,Prince Edward Island,144368
3422,Jan-15,Nova Scotia,938296
3423,Jan-15,New Brunswick,759617
3424,Jan-15,Quebec,8163132
3425,Jan-15,Ontario,13657737
3426,Jan-15,Manitoba,1286453
3427,Jan-15,Saskatchewan,1118181
3428,Jan-15,Alberta,4116047
3429,Jan-15,British Columbia,4745468
3430,Jan-15,Yukon,37168
3431,Jan-15,Northwest Territories,44140
3432,Jan-15,Nunavut,36219
3433,Apr-15,Canada,35611271
3434,Apr-15,Newfoundland and Labrador,528063
3435,Apr-15,Prince Edward Island,144259
3436,Apr-15,Nova Scotia,936271
3437,Apr-15,New Brunswick,758948
3438,Apr-15,Quebec,8163063
3439,Apr-15,Ontario,13669860
3440,Apr-15,Manitoba,1288094
3441,Apr-15,Saskatchewan,1118806
3442,Apr-15,Alberta,4128300
3443,Apr-15,British Columbia,4757759
3444,Apr-15,Yukon,37372
3445,Apr-15,Northwest Territories,44193
3446,Apr-15,Nunavut,36283
3447,Jul-15,Canada,35702908
3448,Jul-15,Newfoundland and Labrador,528117
3449,Jul-15,Prince Edward Island,144546
3450,Jul-15,Nova Scotia,936525
3451,Jul-15,New Brunswick,758842
3452,Jul-15,Quebec,8175272
3453,Jul-15,Ontario,13707118
3454,Jul-15,Manitoba,1292227
3455,Jul-15,Saskatchewan,1120967
3456,Jul-15,Alberta,4144491
3457,Jul-15,British Columbia,4776388
3458,Jul-15,Yukon,37690
3459,Jul-15,Northwest Territories,44237
3460,Jul-15,Nunavut,36488
3461,Oct-15,Canada,35822894
3462,Oct-15,Newfoundland and Labrador,528696
3463,Oct-15,Prince Edward Island,144894
3464,Oct-15,Nova Scotia,938320
3465,Oct-15,New Brunswick,759778
3466,Oct-15,Quebec,8190014
3467,Oct-15,Ontario,13757688
3468,Oct-15,Manitoba,1297329
3469,Oct-15,Saskatchewan,1124919
3470,Oct-15,Alberta,4159519
3471,Oct-15,British Columbia,4802955
3472,Oct-15,Yukon,37751
3473,Oct-15,Northwest Territories,44428
3474,Oct-15,Nunavut,36603
3475,Jan-16,Canada,35871136
3476,Jan-16,Newfoundland and Labrador,528800
3477,Jan-16,Prince Edward Island,145202
3478,Jan-16,Nova Scotia,938690
3479,Jan-16,New Brunswick,760580
3480,Jan-16,Quebec,8193624
3481,Jan-16,Ontario,13773629
3482,Jan-16,Manitoba,1302544
3483,Jan-16,Saskatchewan,1127773
3484,Jan-16,Alberta,4169830
3485,Jan-16,British Columbia,4811465
3486,Jan-16,Yukon,37770
3487,Jan-16,Northwest Territories,44507
3488,Jan-16,Nunavut,36722
3489,Apr-16,Canada,35970303
3490,Apr-16,Newfoundland and Labrador,529063
3491,Apr-16,Prince Edward Island,145784
3492,Apr-16,Nova Scotia,940382
3493,Apr-16,New Brunswick,762289
3494,Apr-16,Quebec,8204085
3495,Apr-16,Ontario,13816545
3496,Apr-16,Manitoba,1307689
3497,Apr-16,Saskatchewan,1131147
3498,Apr-16,Alberta,4181765
3499,Apr-16,British Columbia,4832155
3500,Apr-16,Yukon,38042
3501,Apr-16,Northwest Territories,44590
3502,Apr-16,Nunavut,36767
3503,Jul-16,Canada,36109487
3504,Jul-16,Newfoundland and Labrador,529426
3505,Jul-16,Prince Edward Island,146969
3506,Jul-16,Nova Scotia,942790
3507,Jul-16,New Brunswick,763350
3508,Jul-16,Quebec,8225950
3509,Jul-16,Ontario,13875394
3510,Jul-16,Manitoba,1314139
3511,Jul-16,Saskatchewan,1135987
3512,Jul-16,Alberta,4196061
3513,Jul-16,British Columbia,4859250
3514,Jul-16,Yukon,38547
3515,Jul-16,Northwest Territories,44649
3516,Jul-16,Nunavut,36975
3517,Oct-16,Canada,36258726
3518,Oct-16,Newfoundland and Labrador,529900
3519,Oct-16,Prince Edward Island,147936
3520,Oct-16,Nova Scotia,946030
3521,Oct-16,New Brunswick,764844
3522,Oct-16,Quebec,8249692
3523,Oct-16,Ontario,13946431
3524,Oct-16,Manitoba,1319911
3525,Oct-16,Saskatchewan,1140690
3526,Oct-16,Alberta,4208958
3527,Oct-16,British Columbia,4884002
3528,Oct-16,Yukon,38750
3529,Oct-16,Northwest Territories,44542
3530,Oct-16,Nunavut,37040
3531,Jan-17,Canada,36314099
3532,Jan-17,Newfoundland and Labrador,529347
3533,Jan-17,Prince Edward Island,148181
3534,Jan-17,Nova Scotia,945943
3535,Jan-17,New Brunswick,764617
3536,Jan-17,Quebec,8257450
3537,Jan-17,Ontario,13971785
3538,Jan-17,Manitoba,1324129
3539,Jan-17,Saskatchewan,1143313
3540,Jan-17,Alberta,4217855
3541,Jan-17,British Columbia,4890848
3542,Jan-17,Yukon,38848
3543,Jan-17,Northwest Territories,44607
3544,Jan-17,Nunavut,37176
3545,Apr-17,Canada,36398013
3546,Apr-17,Newfoundland and Labrador,528544
3547,Apr-17,Prince Edward Island,148860
3548,Apr-17,Nova Scotia,947384
3549,Apr-17,New Brunswick,764813
3550,Apr-17,Quebec,8272894
3551,Apr-17,Ontario,14006386
3552,Apr-17,Manitoba,1328412
3553,Apr-17,Saskatchewan,1146218
3554,Apr-17,Alberta,4227969
3555,Apr-17,British Columbia,4905210
3556,Apr-17,Yukon,39175
3557,Apr-17,Northwest Territories,44813
3558,Apr-17,Nunavut,37335
3559,Jul-17,Canada,36545236
3560,Jul-17,Newfoundland and Labrador,528249
3561,Jul-17,Prince Edward Island,150402
3562,Jul-17,Nova Scotia,950108
3563,Jul-17,New Brunswick,766621
3564,Jul-17,Quebec,8302063
3565,Jul-17,Ontario,14070141
3566,Jul-17,Manitoba,1334790
3567,Jul-17,Saskatchewan,1150331
3568,Jul-17,Alberta,4241100
3569,Jul-17,British Columbia,4929384
3570,Jul-17,Yukon,39610
3571,Jul-17,Northwest Territories,44891
3572,Jul-17,Nunavut,37546
3573,Oct-17,Canada,36721223
3574,Oct-17,Newfoundland and Labrador,528288
3575,Oct-17,Prince Edward Island,151376
3576,Oct-17,Nova Scotia,953683
3577,Oct-17,New Brunswick,767935
3578,Oct-17,Quebec,8336460
3579,Oct-17,Ontario,14150783
3580,Oct-17,Manitoba,1340565
3581,Oct-17,Saskatchewan,1154755
3582,Oct-17,Alberta,4258195
3583,Oct-17,British Columbia,4956550
3584,Oct-17,Yukon,39804
3585,Oct-17,Northwest Territories,45126
3586,Oct-17,Nunavut,37703
3587,Jan-18,Canada,36798408
3588,Jan-18,Newfoundland and Labrador,527544
3589,Jan-18,Prince Edward Island,151516
3590,Jan-18,Nova Scotia,953838
3591,Jan-18,New Brunswick,768005
3592,Jan-18,Quebec,8350601
3593,Jan-18,Ontario,14186830
3594,Jan-18,Manitoba,1344418
3595,Jan-18,Saskatchewan,1156659
3596,Jan-18,Alberta,4268853
3597,Jan-18,British Columbia,4967421
3598,Jan-18,Yukon,39972
3599,Jan-18,Northwest Territories,45066
3600,Jan-18,Nunavut,37685
3601,Apr-18,Canada,36898431
3602,Apr-18,Newfoundland and Labrador,526395
3603,Apr-18,Prince Edward Island,152039
3604,Apr-18,Nova Scotia,954618
3605,Apr-18,New Brunswick,768522
3606,Apr-18,Quebec,8367551
3607,Apr-18,Ontario,14235643
3608,Apr-18,Manitoba,1347055
3609,Apr-18,Saskatchewan,1158451
3610,Apr-18,Alberta,4281706
3611,Apr-18,British Columbia,4983183
3612,Apr-18,Yukon,40141
3613,Apr-18,Northwest Territories,45320
3614,Apr-18,Nunavut,37807
3615,Jul-18,Canada,37065084
3616,Jul-18,Newfoundland and Labrador,525560
3617,Jul-18,Prince Edward Island,153396
3618,Jul-18,Nova Scotia,958406
3619,Jul-18,New Brunswick,770301
3620,Jul-18,Quebec,8401738
3621,Jul-18,Ontario,14308697
3622,Jul-18,Manitoba,1352825
3623,Jul-18,Saskatchewan,1161767
3624,Jul-18,Alberta,4298275
3625,Jul-18,British Columbia,5010476
3626,Jul-18,Yukon,40519
3627,Jul-18,Northwest Territories,44981
3628,Jul-18,Nunavut,38143
3629,Oct-18,Canada,37250385
3630,Oct-18,Newfoundland and Labrador,525729
3631,Oct-18,Prince Edward Island,155152
3632,Oct-18,Nova Scotia,963447
3633,Oct-18,New Brunswick,772597
3634,Oct-18,Quebec,8434705
3635,Oct-18,Ontario,14392903
3636,Oct-18,Manitoba,1357968
3637,Oct-18,Saskatchewan,1165929
3638,Oct-18,Alberta,4317665
3639,Oct-18,British Columbia,5040353
3640,Oct-18,Yukon,40679
3641,Oct-18,Northwest Territories,44970
3642,Oct-18,Nunavut,38288
3643,Jan-19,Canada,37325235
3644,Jan-19,Newfoundland and Labrador,524803
3645,Jan-19,Prince Edward Island,155254
3646,Jan-19,Nova Scotia,964073
3647,Jan-19,New Brunswick,772828
3648,Jan-19,Quebec,8447803
3649,Jan-19,Ontario,14426822
3650,Jan-19,Manitoba,1361820
3651,Jan-19,Saskatchewan,1168447
3652,Jan-19,Alberta,4330833
3653,Jan-19,British Columbia,5048144
3654,Jan-19,Yukon,40854
3655,Jan-19,Northwest Territories,45202
3656,Jan-19,Nunavut,38352
3657,Apr-19,Canada,37422946
3658,Apr-19,Newfoundland and Labrador,524131
3659,Apr-19,Prince Edward Island,155916
3660,Apr-19,Nova Scotia,965553
3661,Apr-19,New Brunswick,774035
3662,Apr-19,Quebec,8466531
3663,Apr-19,Ontario,14467552
3664,Apr-19,Manitoba,1364667
3665,Apr-19,Saskatchewan,1169397
3666,Apr-19,Alberta,4344454
3667,Apr-19,British Columbia,5066120
3668,Apr-19,Yukon,40932
3669,Apr-19,Northwest Territories,45137
3670,Apr-19,Nunavut,38521
3671,Jul-19,Canada,37601230
3672,Jul-19,Newfoundland and Labrador,523427
3673,Jul-19,Prince Edward Island,157419
3674,Jul-19,Nova Scotia,970243
3675,Jul-19,New Brunswick,777128
3676,Jul-19,Quebec,8503483
3677,Jul-19,Ontario,14544701
3678,Jul-19,Manitoba,1369954
3679,Jul-19,Saskatchewan,1172479
3680,Jul-19,Alberta,4362576
3681,Jul-19,British Columbia,5094796
3682,Jul-19,Yukon,41362
3683,Jul-19,Northwest Territories,45070
3684,Jul-19,Nunavut,38592
3685,Oct-19,Canada,37811399
3686,Oct-19,Newfoundland and Labrador,523847
3687,Oct-19,Prince Edward Island,158778
3688,Oct-19,Nova Scotia,976495
3689,Oct-19,New Brunswick,780631
3690,Oct-19,Quebec,8542198
3691,Oct-19,Ontario,14638247
3692,Oct-19,Manitoba,1374081
3693,Oct-19,Saskatchewan,1176427
3694,Oct-19,Alberta,4384982
3695,Oct-19,British Columbia,5130251
3696,Oct-19,Yukon,41648
3697,Oct-19,Northwest Territories,45189
3698,Oct-19,Nunavut,38625
3699,Jan-20,Canada,37908599
3700,Jan-20,Newfoundland and Labrador,523287
3701,Jan-20,Prince Edward Island,159387
3702,Jan-20,Nova Scotia,977519
3703,Jan-20,New Brunswick,780707
3704,Jan-20,Quebec,8558033
3705,Jan-20,Ontario,14688726
3706,Jan-20,Manitoba,1377578
3707,Jan-20,Saskatchewan,1179355
3708,Jan-20,Alberta,4401180
3709,Jan-20,British Columbia,5137137
3710,Jan-20,Yukon,41700
3711,Jan-20,Northwest Territories,45269
3712,Jan-20,Nunavut,38721
3713,Apr-20,Canada,38000056
3714,Apr-20,Newfoundland and Labrador,522465
3715,Apr-20,Prince Edward Island,160417
3716,Apr-20,Nova Scotia,979175
3717,Apr-20,New Brunswick,782199
3718,Apr-20,Quebec,8574270
