,year,total_dwelling,single_detached,multiple,semi_detached,row,apartment,total_dwelling_market,homeownership_freehold,rental,homeownership_condo,other,completed,res_building_permit,res_building_permit_amount,completed_but_unabsorbed_homes,new_single_and_semi_detached,new_rows_and_apartment,rental_vacancy_rate,rental_avilability_rate,vacancy_rate_seniors,vacancy_rate_condo,HPI_change,CPI_change,owned_accommodation_costs_change,rental_accommodation_costs_change,bachelor,one_bedroom,two_bedroom,three_bedroom,population,labour_participation_rate,employment_change,unemployment_rate,disposable_income_change,migration,region
24,2014,3056,1355,1701,220,179,1302,2633,1326,1089,166,52,3229,3739,624.23,184,108,76,4.1,4.7,9.1,0.323652159,1.744798525,5.285185185,0.961903557,0.840523654,686,776,955,1231,943.294,62.78333333,-1.110149677,9.0,0.377316485,-238,nova_scotia
25,2015,3825,1350,2475,259,129,2087,3448,1293,1611,386,158,3036,4128,680.913,177,95,82,3.8,4.7,7.9,0.755581968,0.427101534,1.361381785,1.479252852,0.892527845,702,807,992,1262,943.373,62.39166667,0.11914957,8.6,2.51436197,284,nova_scotia
26,2016,3767,1656,2111,318,144,1649,3118,1397,1409,312,0,3355,4156,677.068,153,80,73,3.0,4.0,7.6,0.37917088,1.204974547,2.012910391,1.31562693,0.943120339,724,819,1008,1254,949.501,61.68333333,-0.435122169,8.3,2.51436197,6494,nova_scotia
0,1990,48070,24942,23128,2733,890,19505,40249,22721,13580,3450,498,52630,45249,3124.882,5572,2681,2891,5.7,2.4,7.9,2.813052564,4.280070237,-2.619922722,5.750165235,3.236439916,344,405,447,509,6996.986,64.23333333,0.369425327,10.4,-1.510403834,14190,quebec
1,1991,44654,22531,22123,4777,2563,14783,37094,22960,9136,4863,135,42720,43896,3106.644,5572,2681,2891,7.1,2.4,7.9,1.031894934,7.324773732,-2.619922722,6.677083333,3.183357523,351,417,461,528,7067.396,63.63333333,-1.779824061,12.1,-1.510403834,14190,quebec
2,1992,38228,18564,19664,3823,3184,12657,31133,18443,7349,4933,408,42323,37409,2665.038,5572,2681,2891,7.5,2.4,7.9,0.232126277,1.872916258,-2.619922722,1.962698955,2.33495874,339,416,473,546,7110.01,62.55,-1.486242597,12.7,0.982683737,14190,quebec
3,1993,34015,17136,16879,3909,3346,9624,27876,17512,4630,5672,62,34859,35123,2557.246,5209,2486,2723,7.3,2.4,7.9,0.602130616,1.34757917,-2.619922722,1.130051714,1.649408962,341,416,471,546,7156.537,62.28333333,-0.250392867,13.2,1.892573624,23461,quebec
4,1994,34154,18414,15740,4172,2364,9204,27198,17652,3993,5391,162,36345,33273,2492.627,4893,2317,2576,6.9,2.4,7.9,0.32228361,-1.358153671,-2.619922722,-0.539772727,1.16289552,340,414,472,550,7192.403,62.45833333,2.105500476,12.3,0.818355146,16178,quebec
5,1995,21885,13428,8457,2264,1046,5147,15638,10826,2639,2171,2,23363,20062,1513.591,3941,1784,2157,6.3,2.4,7.9,0.780174392,1.800500674,-2.619922722,2.399314482,1.087150241,341,420,481,561,7219.219,62.2,1.31054576,11.5,0.436474605,9964,quebec
6,1996,23220,14818,8402,2384,1094,4924,15909,11233,2747,1929,0,22194,21139,1603.217,2776,1369,1407,6.0,2.4,7.9,-0.425015179,1.617327154,-2.619922722,0.69735007,0.916784203,347,422,479,552,7246.897,61.90833333,-0.084254955,11.8,0.559382809,11137,quebec
7,1997,25896,16073,9823,2767,1433,5623,19634,13934,2879,2821,0,26308,25333,2023.337,2223,1256,967,6.3,2.4,7.9,-0.091463415,1.396128071,-2.619922722,-0.54478301,0.681341719,349,420,479,559,7274.611,62.075,1.335117391,11.4,0.785166791,-1039,quebec
8,1998,23138,14685,8453,1930,1074,5449,18343,12580,2529,3234,0,22944,24208,2017.181,2092,1178,914,5.3,2.4,7.9,0.534025023,1.431980907,-2.619922722,0.826292823,0.642026722,354,426,486,566,7295.935,62.55,2.62192833,10.3,2.124339789,-1751,quebec
9,1999,25742,15798,9944,1586,1184,7174,19488,12585,3444,3456,3,24141,25595,2320.286,1966,1119,847,3.8,2.4,7.9,1.972985278,1.547511312,3.425916965,1.639042357,0.637931034,361,436,491,577,7323.25,62.79166667,2.115473654,9.3,3.49783474,7444,quebec
10,2000,24695,15349,9346,1291,858,7197,19930,12512,3697,3697,24,23346,24763,2402.567,1697,969,728,2.2,2.4,7.9,3.48266111,2.406202656,1.674932161,3.034970103,0.59105705,370,442,495,586,7356.951,63.125,2.252009649,8.5,3.737092206,12720,quebec
11,2001,27682,17193,10489,1309,869,8311,21941,13752,4018,4163,8,26381,28332,2838.082,1701,968,733,1.3,2.4,7.9,4.659859054,2.367069881,1.748573532,3.341246813,0.97079111,386,458,513,605,7396.415,63.54166667,1.169556259,8.8,4.421155792,22204,quebec
12,2002,42452,25257,17195,1855,964,14376,33512,19900,7181,6322,109,36308,40821,4298.56,1381,794,587,1.2,2.4,7.9,5.634189913,2.023293378,2.487337192,2.110099549,1.19760479,404,481,531,637,7441.498,65.2,3.571990711,8.7,3.475529079,31774,quebec
13,2003,50289,27225,23064,2432,773,19859,39857,21154,8925,9387,391,45123,50544,5503.187,1658,720,938,1.3,2.4,7.9,7.571224145,2.53312224,2.466684317,4.207982668,1.316776398,422,501,553,653,7485.491,66.11666667,1.809854248,9.1,1.743767552,31172,quebec
14,2004,58448,28871,29577,2932,1109,25536,46721,22642,11009,12581,489,52610,56655,6729.351,2920,877,2043,1.7,2.4,7.9,6.373201113,1.901665989,2.011110633,2.846633616,1.028214198,438,514,572,674,7535.278,65.925,1.294967333,8.5,2.88755107,36403,quebec
15,2005,50910,23930,26980,2678,1074,23228,41252,19839,8951,10558,1904,49205,52844,6597.821,3293,789,2504,2.0,2.4,7.9,4.911323329,2.280883643,1.621073961,3.218784015,1.115453509,446,531,591,687,7581.192,65.55,0.808444459,8.2,0.613263924,30905,quebec
16,2006,47877,21917,25960,2599,1343,22018,39486,19149,9583,9872,882,48668,49109,6422.52,5175,1151,4024,2.5,3.0,7.9,4.410489814,1.71539961,5.039049518,2.764386864,1.256139786,460,545,607,709,7631.873,65.375,1.014033194,8.1,4.175287028,29038,quebec
17,2007,48553,22177,26376,2750,1934,21692,40885,20410,10493,9173,809,48605,51786,7015.499,3702,959,2743,2.6,3.2,7.9,4.244940322,1.556151782,4.006327862,3.899435608,1.272365805,469,548,616,734,7692.736,65.675,2.567407813,7.3,3.669448998,30071,quebec
18,2008,47901,19778,28123,3491,1918,22714,41554,20402,9779,10764,609,47956,52469,7259.229,3685,1255,2430,2.2,2.8,7.9,4.948227798,2.121074879,-0.722488402,4.373897707,1.067923047,479,562,628,734,7761.504,65.58333333,1.133924172,7.2,4.860959105,35237,quebec
19,2009,43403,17535,25868,3438,1633,20797,37006,18305,7378,10226,1097,43341,45340,6502.943,3911,1188,2723,2.4,3.1,7.9,3.140119533,0.554364698,5.15550789,2.102061507,1.111024784,492,573,640,748,7843.475,65.2,-0.734667597,8.6,2.061848491,46503,quebec
20,2010,51363,19549,31814,4359,2029,25426,43527,20355,8979,13362,831,45969,53579,8022.421,3240,1228,2012,2.7,3.2,8.4,3.118101545,1.271684799,1.584468566,0.013239772,1.229445213,504,593,666,783,7929.365,65.31666667,2.171233854,8.0,2.525663964,51111,quebec
21,2011,48387,16554,31833,4002,1855,25976,41799,17924,7161,15969,745,44412,53890,8274.943,4220,1329,2891,2.6,3.0,8.1,2.631344216,3.034042244,4.984043888,1.2840879,1.222104145,526,606,684,797,8007.656,65.075,0.958217647,7.9,1.791243539,46288,quebec
22,2012,47367,16059,31308,3866,1904,25538,40526,16980,7017,16206,323,45042,51262,8125.695,4725,1154,3571,3.0,3.5,8.4,1.703459065,2.085241282,2.124389494,1.901712194,1.229846269,515,603,681,803,8085.906,64.825,0.761520274,7.7,2.452912417,48741,quebec
23,2013,37758,13144,24614,2835,1121,20658,31777,12202,7759,11529,287,39881,42493,6919.736,4755,1300,3455,3.1,3.6,8.7,0.982737994,0.779794355,2.096919835,0.808054896,1.222312764,531,618,699,812,8155.505,65.03333333,1.370279069,7.6,1.622760542,42151,quebec
24,2014,38810,11227,27583,3083,1397,23103,33254,11470,8074,13142,568,39206,41300,6572.618,5659,1310,4349,3.7,4.1,7.5,0.346957773,1.38318269,2.95466457,1.189643107,1.149004684,544,625,711,831,8214.503,64.68333333,-0.025446755,7.7,1.084678067,31598,quebec
25,2015,37926,9698,28228,2650,1245,24333,33029,9788,13020,9934,287,33589,38485,6202.474,5088,1249,3839,4.3,4.7,7.3,0.185528757,1.073888964,2.449888641,0.465233245,1.00571594,549,638,728,875,8259.452,64.79166667,0.917958487,7.6,2.414391538,23499,quebec
26,2016,38935,10737,28198,2761,1937,23500,32528,10295,13745,8238,250,37536,43502,6755.18,4251,1063,3188,4.4,5.0,6.8,0.732323232,0.694954895,4.633540373,1.12640801,0.85243553,563,648,751,881,8326.089,64.575,0.881539338,7.1,2.414391538,42437,quebec
0,1990,634,394,240,34,20,186,634,426,188,20,0,572,1437,138.089,20,18,2,1.9,6.3,3.2,,1.436692506,,,,304,377,444,464,122.27,66.8,7.766990291,7.6,,1187,moncton
1,1991,486,298,188,70,18,100,486,324,152,10,0,599,1437,138.089,20,18,2,2.3,6.3,3.2,,0.876299164,,,,312,395,455,499,122.27,66.8,7.766990291,7.6,,1187,moncton
2,1992,799,361,438,118,11,309,799,411,298,51,39,671,1437,138.089,20,18,2,2.8,6.3,3.2,,0.97979798,,,,327,405,469,516,122.27,66.8,7.766990291,7.6,,1187,moncton
3,1993,893,335,558,120,70,368,893,427,434,32,0,839,1437,138.089,47,45,2,3.4,6.3,3.2,,-0.070021006,,,,338,408,479,507,122.27,66.8,7.766990291,7.6,,1187,moncton
4,1994,632,427,205,92,18,95,632,507,111,14,0,844,1437,138.089,74,67,7,5.3,6.3,3.2,,0.13013013,,,,331,416,495,515,122.27,66.8,7.766990291,7.6,,1187,moncton
5,1995,673,344,329,80,11,238,673,408,249,16,0,660,1437,138.089,47,43,4,5.1,6.3,3.2,,-0.149955013,,,,345,415,504,532,122.27,66.8,7.766990291,7.6,,1187,moncton
6,1996,697,417,280,80,4,196,697,483,200,14,0,702,1437,138.089,43,43,0,5.3,6.3,3.2,,-1.031237485,,,,342,424,513,518,122.27,66.8,7.766990291,7.6,,1187,moncton
7,1997,656,390,266,70,29,167,656,455,196,5,0,718,1437,138.089,71,62,9,5.3,6.3,3.2,,-3.237228123,,,,348,430,523,551,122.27,66.8,7.766990291,7.6,,1187,moncton
8,1998,623,448,175,56,7,112,623,499,120,4,0,599,1437,138.089,75,63,12,5.8,6.3,3.2,,-2.258233142,,,,345,434,531,553,122.27,66.8,7.766990291,7.6,,1187,moncton
9,1999,817,455,362,70,22,270,817,492,250,26,49,499,1437,138.089,27,23,4,3.8,6.3,3.2,,0.438549577,,,,344,442,538,567,122.27,66.8,7.766990291,7.6,,1187,moncton
10,2000,906,594,312,78,0,234,906,566,255,41,44,738,1437,138.089,69,41,28,1.7,6.3,3.2,,-0.244941427,,,,347,445,560,580,122.27,66.8,7.766990291,7.6,,1187,moncton
11,2001,938,636,302,62,4,236,938,563,327,47,1,1040,1437,138.089,62,25,37,1.6,6.3,3.2,,0.074730437,,,,354,454,561,605,122.27,66.8,7.766990291,7.6,,1187,moncton
12,2002,1550,755,795,110,9,676,1550,752,782,16,0,1145,1437,138.089,57,23,34,2.3,6.3,3.2,,2.122893109,,,,429,463,578,614,123.797,70.2,7.766990291,6.6,,1187,moncton
13,2003,1435,781,654,170,37,447,1435,871,564,0,0,1048,1437,138.089,27,9,18,2.9,6.3,3.2,,2.862216651,,,,370,483,588,617,125.396,69.7,1.051051051,6.3,,1218,moncton
14,2004,1151,760,391,216,76,99,1151,918,197,36,0,2127,1437,138.089,6,6,0,5.0,6.3,3.2,,2.041230832,,,,476,498,611,656,127.048,70.2,2.080237741,6.1,,1287,moncton
15,2005,1191,612,579,276,85,218,1191,942,247,2,0,980,1437,138.089,37,17,20,4.7,6.3,3.2,,4.020700637,,,,393,513,612,665,128.244,70.0,0.727802038,6.4,,781,moncton
16,2006,1416,593,823,396,77,350,1416,1002,402,12,0,1174,1437,138.089,104,96,8,5.6,6.2,3.2,,3.339073861,,,,426,540,636,673,129.707,68.9,-0.144508671,6.1,,1075,moncton
17,2007,1425,655,770,430,42,298,1425,1083,292,50,0,1329,1493,153.238,123,111,12,4.3,5.7,3.2,,0.907323396,,,,413,532,643,706,131.123,67.4,0.434153401,4.8,,1208,moncton
18,2008,1359,566,793,460,31,302,1359,1021,307,31,0,1344,1274,134.838,180,137,43,2.4,3.1,3.2,,2.504816956,,,,427,547,656,725,132.752,69.9,4.755043228,5.3,,1298,moncton
19,2009,973,430,543,346,54,143,973,770,162,41,0,1237,1060,127.573,164,100,64,3.8,4.3,3.2,,3.258145363,,,,443,573,675,755,135.293,69.4,0.275103164,6.3,,2096,moncton
20,2010,1400,462,938,394,90,454,1400,907,473,20,0,903,1384,155.922,49,37,12,4.2,5.5,3.2,,1.525658807,,,,456,577,691,787,137.655,67.4,-1.783264746,6.9,,2015,moncton
21,2011,1194,384,810,338,57,415,1194,767,382,45,0,1121,1322,164.788,38,22,16,4.3,4.9,6.3,,0.614754098,,,,479,591,715,794,140.228,67.7,1.955307263,7.2,,2021,moncton
22,2012,1297,364,933,360,41,532,1297,759,536,2,0,1364,1368,159.016,110,32,78,6.7,7.6,5.2,,-0.11880516,,,,485,619,731,897,142.826,68.1,3.150684932,6.8,,2028,moncton
23,2013,911,258,653,218,39,396,911,484,419,8,0,1235,1012,123.85,110,20,90,9.1,9.7,3.5,,0.280373832,,,,532,626,742,908,144.583,67.0,-0.664010624,7.2,,1259,moncton
24,2014,852,262,590,212,29,349,852,507,334,11,0,847,957,118.55,98,31,67,8.7,9.1,4.7,,-0.101669067,,,,542,647,762,906,146.354,67.0,1.871657754,6.7,,1321,moncton
25,2015,592,243,349,122,56,171,592,393,146,21,32,546,548,86.705,48,17,31,7.4,7.9,2.5,,-0.127215673,,,,530,640,760,892,147.639,67.7,2.362204724,6.9,,881,moncton
26,2016,623,240,383,106,61,216,623,371,212,40,0,1002,786,135.844,37,23,14,6.0,7.1,2.5,,0.730298913,,,,580,678,798,961,149.744,66.7,-0.384615385,7.3,,1742,moncton
0,1990,18723,7067,11656,180,1867,9609,18723,8041,3799,6367,516,27936,16442,2263.951,2639,525,2114,1.0,6.2,12.7,0.7,-3.836477987,4.686118479,5.489724125,4.008485931,454,559,689,843,3988.927,69.4,1.983986116,6.3,,103857,toronto
1,1991,18814,9459,9355,206,3030,6119,18814,10683,4903,2208,1020,26007,21746,2911.142,2639,525,2114,1.8,6.2,12.7,0.7,-15.04251145,4.180743243,-0.710838087,3.177670424,482,592,730,889,4028.875,69.4,1.983986116,6.3,,103857,toronto
2,1992,20770,9027,11743,836,2325,8582,20770,10711,6859,1218,1982,22402,19628,2479.736,2639,525,2114,2.2,6.2,12.7,0.7,-4.403387221,0.891771382,-0.848506275,2.549162418,493,609,754,906,4097.163,69.4,1.983986116,6.3,,103857,toronto
3,1993,15637,8037,7600,878,2038,4684,15637,9548,3636,1931,522,19827,15251,2055.78,1657,447,1210,2.0,6.2,12.7,0.7,-2.464164922,1.597026918,-1.051880906,2.364042208,510,627,773,933,4154.279,69.4,1.983986116,6.3,,103857,toronto
4,1994,18443,10811,7632,1409,2592,3631,18443,13608,2143,2291,401,17375,19739,2797.391,1311,483,828,1.2,6.2,12.7,0.7,-0.264200793,0.108749382,-1.576576577,2.101298444,516,641,784,946,4235.737,69.4,1.983986116,6.3,,103857,toronto
5,1995,16325,6879,9446,896,3323,5227,16325,10104,1597,4303,321,15835,17759,2166.172,1490,674,816,0.8,6.2,12.7,0.7,0.678807947,2.459016393,1.528604119,1.873604504,531,661,805,966,4319.88,69.4,1.983986116,6.3,,103857,toronto
6,1996,18998,10152,8846,1612,4056,3178,18998,13883,482,4189,444,18422,19043,2523.327,1158,575,583,1.2,6.2,12.7,0.7,-1.184015787,1.66746988,-1.009736747,1.619973318,541,675,819,986,4401.046,69.4,1.983986116,6.3,,103857,toronto
7,1997,25574,14203,11371,2619,5569,3183,25574,19481,250,5843,0,23342,28731,3751.346,880,437,443,0.8,6.2,12.7,0.7,2.14677983,1.810769814,-0.628415301,1.734808702,555,685,821,985,4493.065,69.4,1.983986116,6.3,,103857,toronto
8,1998,25910,12696,13214,3232,5361,4621,25910,18928,167,6815,0,21482,28444,3692.428,943,349,594,0.8,6.2,12.7,0.7,3.160638645,1.042927647,0.568233892,1.502442621,589,729,881,1052,4580.001,69.4,1.983986116,6.3,,103857,toronto
9,1999,34904,15535,19369,4933,5773,8663,34904,24077,455,10357,15,29847,36330,4771.02,1351,645,706,0.9,6.2,12.7,0.7,1.784586229,1.972168464,1.029800419,1.634580458,628,770,916,1082,4662.416,69.4,1.983986116,6.3,,103857,toronto
10,2000,38982,17119,21863,5586,6163,10114,38982,27227,277,11454,24,33740,34466,4976.873,1279,498,781,0.6,6.2,12.7,0.7,2.730799069,3.036601898,2.579830417,1.760185847,683,830,979,1165,4764.739,69.4,1.983986116,6.3,,103857,toronto
11,2001,41017,16844,24173,5616,5059,13498,41017,25692,956,14282,87,37138,39177,5527.469,1150,576,574,0.9,6.2,12.7,0.7,2.386346473,3.10499079,3.209637707,2.388269383,695,866,1027,1224,4882.782,69.4,1.983986116,6.3,,103857,toronto
12,2002,43805,22115,21690,5208,6194,10288,43805,31490,1511,10761,43,45170,46010,6812.422,1340,792,548,2.5,6.2,12.7,0.7,3.348576486,2.084219481,2.249297095,2.915701912,729,891,1047,1253,5003.947,69.8,1.983986116,7.4,,103857,toronto
13,2003,45475,19626,25849,4786,5749,15314,45475,28789,1981,14473,232,38644,44770,7008.659,1296,674,622,3.8,6.2,12.7,0.7,4.667427919,3.041666667,2.949754187,1.866511124,731,884,1040,1211,5084.427,70.0,1.964727723,7.7,,64106,toronto
14,2004,42115,19076,23039,3526,5873,13640,42115,26855,1238,14022,0,39620,42992,7216.913,1787,721,1066,4.3,6.2,12.7,0.7,5.918450839,1.601293975,3.035208418,1.243353783,727,886,1052,1235,5166.803,69.9,1.976179639,7.5,,65192,toronto
15,2005,41596,15797,25799,3375,6516,15908,41596,23769,1649,16178,0,39296,43642,6952.922,1175,462,713,3.7,5.6,12.7,0.7,4.506244367,1.870572316,2.490180676,0.985699281,724,888,1052,1243,5248.352,69.3,1.610563511,7.0,,65166,toronto
16,2006,37080,14120,22960,2892,5177,14891,37080,20724,1559,14797,0,38121,34438,6523.015,1348,407,941,3.2,5.0,12.7,0.7,3.819145004,1.617440225,2.582969265,0.784062725,740,896,1067,1272,5334.812,68.4,1.021304634,6.6,,72145,toronto
17,2007,33293,14769,18524,2864,5280,10380,33293,21962,661,10670,0,30357,35627,7449.376,879,477,402,3.2,5.0,12.7,0.7,2.693722558,1.914648212,2.966228332,1.031991744,740,900,1061,1252,5418.207,68.9,2.319092655,6.8,,63699,toronto
18,2008,42212,11308,30904,2362,4612,23930,42212,16363,1691,24158,0,36258,33318,6425.623,1063,667,396,2.0,3.7,12.7,0.4,3.547492489,2.421910367,3.795080183,0.817160368,764,927,1095,1288,5504.836,68.7,1.512200305,6.9,,65546,toronto
19,2009,25949,8130,17819,2032,2918,12869,25949,12477,1816,11626,30,28356,28269,5552.739,912,458,454,3.1,5.0,12.7,0.9,-0.156232563,0.456721915,1.53803132,1.161250097,758,926,1096,1290,5591.195,68.3,-1.723416132,9.6,,65914,toronto
20,2010,29195,9936,19259,1654,4365,13240,29195,14850,1338,13007,0,31393,32982,6920.588,1032,202,830,2.1,3.9,18.5,1.7,2.581871018,2.493216983,1.996695125,1.671802773,777,949,1123,1322,5681.721,68.1,2.247071353,9.1,,71131,toronto
21,2011,39745,11247,28498,2010,4231,22257,39745,17539,1934,20272,0,33831,32709,7601.217,1040,112,928,1.4,2.9,19.9,1.6,4.663325343,3.019245904,2.173619549,0.954762446,819,977,1149,1349,5769.759,67.3,1.496371906,8.4,,78520,toronto
22,2012,48105,10699,37406,2253,5536,29617,48105,17718,1951,28435,1,31907,38002,8892.988,1143,152,991,1.7,3.0,17.9,1.2,5.132209036,1.527883881,2.233086681,1.441116866,837,1007,1183,1413,5869.555,67.0,1.272490935,8.7,,63297,toronto
23,2013,33547,9421,24126,1874,4103,18149,33547,14768,709,18070,0,33708,39481,8374.586,1360,166,1194,1.6,3.2,16.2,1.8,2.455688682,1.183391477,0.646245315,1.990381058,873,1032,1213,1454,5967.199,68.2,4.44166723,8.1,,61161,toronto
24,2014,28929,8830,20099,1530,3861,14708,28929,13347,1803,13779,0,29213,34252,8755.754,1263,243,1020,1.6,3.0,17.6,1.3,2.106890886,2.521633315,2.491331707,1.632327336,896,1067,1251,1458,6054.92,66.8,-0.152000259,8.0,,51576,toronto
25,2015,42287,10223,32064,1106,5133,25825,42287,15583,2842,23862,0,46384,38945,10477.103,2351,298,2053,1.6,3.1,13.0,1.8,3.189777567,1.556214969,3.000877083,1.256335213,937,1103,1288,1510,6123.93,66.9,2.892401373,7.0,,33305,toronto
26,2016,39027,11884,27143,898,4925,21320,39027,17379,2667,18981,0,34613,37480,10806.468,1411,301,1110,1.3,2.8,11.6,1.0,6.347459182,2.038828647,4.044766133,1.191399366,957,1132,1327,1515,6242.273,66.5,1.205653666,7.0,,82959,toronto
0,1990,629,412,217,120,10,87,629,442,187,0,0,572,690,65.006,1,1,0,1.0,7.9,11.8,,5.627996165,4.278373548,5.802348337,2.650868561,303,451,567,598,128.009,66.0,-0.324675325,8.0,,-914,thunder_bay
1,1991,771,277,494,35,170,289,771,351,287,132,1,528,612,58.662,1,1,0,1.0,7.9,11.8,,0.344921485,5.698982325,7.703690003,3.120414751,316,471,601,650,128.819,66.0,-0.324675325,8.0,,-914,thunder_bay
2,1992,563,353,210,40,60,110,563,353,197,13,0,875,614,60.112,1,1,0,2.5,7.9,11.8,,-0.443238354,1.99655417,2.138073158,3.727945361,320,485,620,672,129.59,66.0,-0.324675325,8.0,,-914,thunder_bay
3,1993,573,310,263,22,0,241,573,308,234,31,0,393,599,56.1,2,2,0,2.7,7.9,11.8,,1.989823733,1.927662957,1.378730559,2.642889803,348,514,632,723,129.513,66.0,-0.324675325,8.0,,-914,thunder_bay
4,1994,449,296,153,28,0,125,449,318,95,36,0,599,542,53.997,24,14,10,4.1,7.9,11.8,,1.327394209,0.126730357,-0.149266108,1.728439059,360,518,655,786,129.23,66.0,-0.324675325,8.0,,-914,thunder_bay
5,1995,288,196,92,36,0,56,288,214,43,31,0,304,326,34.335,16,10,6,6.2,7.9,11.8,,0.228591525,2.774802843,1.735736235,1.313715187,375,518,659,788,129.13,66.0,-0.324675325,8.0,,-914,thunder_bay
6,1996,296,162,134,18,0,116,296,176,56,64,0,270,393,33.254,14,4,10,5.6,7.9,11.8,,-0.210526316,1.610458507,0.073469388,0.890387275,350,530,672,809,134.163,66.0,-0.324675325,8.0,,-914,thunder_bay
7,1997,266,184,82,10,12,60,266,202,16,48,0,332,301,32.705,17,7,10,7.7,7.9,11.8,,-0.545007032,1.948536267,-1.500938086,0.694027932,385,526,666,822,133.371,66.0,-0.324675325,8.0,,-914,thunder_bay
8,1998,224,161,63,14,5,44,224,180,8,36,0,211,260,27.591,19,5,14,9.3,7.9,11.8,,-2.271522008,0.612711477,-1.772256729,0.374404357,362,520,647,809,132.277,66.0,-0.324675325,8.0,,-914,thunder_bay
9,1999,232,192,40,4,0,36,232,196,0,36,0,282,208,24.913,18,7,11,7.5,7.9,11.8,,-1.031021073,1.808762043,0.193912824,0.491692099,382,519,647,792,131.281,66.0,-0.324675325,8.0,,-914,thunder_bay
10,2000,154,141,13,8,5,0,154,154,0,0,0,207,229,26.953,21,13,8,5.8,7.9,11.8,,-1.288494928,2.651548969,0.908784921,0.118103594,379,527,654,802,130.115,66.0,-0.324675325,8.0,,-914,thunder_bay
11,2001,211,163,48,6,4,38,211,169,4,38,0,137,194,23.581,18,10,8,5.8,7.9,11.8,,-0.88872431,2.791789877,0.783855904,0.572969329,375,529,657,819,126.698,66.0,-0.324675325,8.0,,-914,thunder_bay
12,2002,197,193,4,4,0,0,197,197,0,0,0,171,272,34.115,10,10,0,4.7,7.9,11.8,,0.943396226,1.539893392,-0.703293066,0.511058981,398,532,657,820,126.822,64.3,-0.324675325,6.5,,-914,thunder_bay
13,2003,211,199,12,12,0,0,211,210,0,0,1,265,316,37.709,3,3,0,3.3,7.9,11.8,,0.943832701,2.333138905,-0.066661112,0.5334667,421,552,672,834,127.462,67.7,6.67752443,5.9,,-420,thunder_bay
14,2004,287,241,46,10,5,31,287,256,0,31,0,223,274,41.762,3,3,0,5.0,7.9,11.8,,1.961683014,1.286540184,-0.283498708,0.207279662,414,550,679,808,127.763,66.5,-3.358778626,8.1,,-703,thunder_bay
15,2005,227,179,48,4,0,44,227,183,0,44,0,249,288,40.567,6,1,5,4.6,5.8,11.8,,1.708172256,1.696277836,0.535161803,0.719841139,410,556,689,798,127.769,66.2,0.947867299,7.1,,-922,thunder_bay
16,2006,165,157,8,4,4,0,165,159,0,6,0,181,248,35.112,7,7,0,4.9,5.9,11.8,,1.688323168,1.446640316,0.457456542,-0.024644705,434,571,696,804,127.066,63.7,-4.225352113,7.6,,-1247,thunder_bay
17,2007,249,185,64,8,24,32,249,193,14,42,0,197,223,34.473,6,4,2,3.8,4.4,11.8,,4.302851182,1.044182966,0.654081802,0.706655711,452,584,709,860,126.024,64.9,2.614379085,6.7,,-537,thunder_bay
18,2008,167,165,2,2,0,0,167,167,0,0,0,234,241,36.299,3,2,1,2.2,2.7,11.8,,5.475456288,2.15161564,1.398371309,0.807767624,467,589,719,836,125.463,63.8,-0.796178344,5.9,,13,thunder_bay
19,2009,180,166,14,6,4,4,180,171,8,1,0,195,237,40.665,12,10,2,2.3,3.1,11.8,,0.655815424,0.075494489,0.819339661,0.542290571,480,607,742,874,125.087,62.9,-3.691813804,8.3,,144,thunder_bay
20,2010,222,204,18,10,4,4,222,210,8,4,0,139,308,56.08,2,2,0,2.2,2.7,11.8,,-0.470994584,2.104707302,-0.128741551,0.853324746,503,624,763,915,125.098,61.8,0.333333333,6.8,,472,thunder_bay
21,2011,374,188,186,8,12,166,374,198,152,24,0,213,443,67.77,8,4,4,1.7,2.9,11.8,,0.055209401,3.140007388,-0.257815018,1.021711367,518,641,772,959,124.952,62.0,0.166112957,6.8,,169,thunder_bay
22,2012,380,227,153,6,17,130,380,237,12,130,1,181,338,63.769,3,3,0,1.1,2.0,11.8,,1.300646382,0.902578797,-0.444264943,1.675094817,531,676,818,1017,125.114,62.5,2.487562189,5.5,,272,thunder_bay
23,2013,324,193,131,4,9,118,324,214,10,100,0,359,345,65.13,9,9,0,2.6,3.5,11.8,,0.90265349,0.894505182,0.162271805,2.385763133,567,705,858,1041,125.179,63.8,1.618122977,6.1,,165,thunder_bay
24,2014,234,168,66,8,10,48,234,184,50,0,0,305,316,57.872,13,6,7,2.3,3.2,11.8,,0.439577389,2.181255277,1.790198461,1.062618596,574,738,888,1099,124.999,62.1,-2.070063694,5.2,,-47,thunder_bay
25,2015,242,164,78,19,10,49,242,189,39,6,8,329,290,51.89,19,11,8,4.6,5.2,11.8,,0.284090909,1.053573888,2.331688684,0.668419076,603,749,917,1131,124.471,60.1,-2.926829268,5.2,,-362,thunder_bay
26,2016,183,139,44,8,12,24,183,151,32,0,0,248,240,42.83,12,7,5,5.0,5.3,11.8,,0.306255264,1.614991482,1.438681079,0.731125037,608,765,940,1170,124.166,61.6,0.67001675,6.8,,-103,thunder_bay
0,1990,17227,13809,3418,670,1345,1403,14432,11497,777,1475,683,17467,17238,1539.834,1381,1016,365,2.3,4.4,5.9,,13.89175258,5.74685627,9.270129582,5.338200068,339,428,532,577,2547.788,72.54166667,2.041196881,6.9,-0.843700136,10420,alberta
