,year,total_dwelling,single_detached,multiple,semi_detached,row,apartment,total_dwelling_market,homeownership_freehold,rental,homeownership_condo,other,completed,res_building_permit,res_building_permit_amount,completed_but_unabsorbed_homes,new_single_and_semi_detached,new_rows_and_apartment,rental_vacancy_rate,rental_avilability_rate,vacancy_rate_seniors,vacancy_rate_condo,HPI_change,CPI_change,owned_accommodation_costs_change,rental_accommodation_costs_change,bachelor,one_bedroom,two_bedroom,three_bedroom,population,labour_participation_rate,employment_change,unemployment_rate,disposable_income_change,migration,region
1,1991,12492,9778,2714,769,1049,896,10107,8624,405,894,184,12959,13993,1239.705,1381,1016,365,3.0,4.4,5.9,,-0.70151618,5.834629918,5.513886073,4.407146724,356,445,550,607,2592.306,72.59166667,0.590646252,8.2,-0.843700136,10420,alberta
2,1992,13809,14125,4448,1150,1898,1400,15525,12856,668,1780,221,16307,19594,1751.518,1381,1016,365,4.9,4.4,5.9,,0.706472197,1.512128531,0.528338136,2.872847957,366,452,553,608,2632.672,72.2,-0.345169892,9.5,0.514446648,10420,alberta
3,1993,18151,13040,5111,1306,2213,1592,15123,11474,533,2985,131,17859,19559,1704.75,1980,1493,487,6.0,4.4,5.9,,3.258655804,1.096513913,0.162446249,1.572739187,367,449,548,601,2667.292,71.75,0.684918129,9.6,4.496555927,6862,alberta
4,1994,17692,12671,5021,1068,1676,2277,13905,10442,220,3116,127,18671,18006,1616.744,2362,1536,826,7.1,4.4,5.9,,1.797063336,1.46321498,-0.620110666,1.081885856,361,444,541,589,2700.606,72.01666667,2.775999534,8.8,0.419112432,7273,alberta
5,1995,13906,10096,3810,592,1340,1878,10541,7747,196,2575,23,13373,14203,1283.552,2545,1398,1147,7.2,4.4,5.9,,-0.043057051,2.289229528,1.919938562,1.099764336,354,439,540,589,2734.519,72.25833333,3.048949289,7.8,0.470283483,8835,alberta
6,1996,16665,12949,3716,1049,1203,1464,12475,10385,177,1909,4,16357,17393,1658.26,1852,1062,790,4.8,4.4,5.9,,0.473831574,2.168983535,-0.084769709,1.184926185,359,441,543,596,2775.133,72.33333333,2.982550401,6.9,1.843291902,16607,alberta
7,1997,23671,18170,5501,1458,1691,2352,18938,15072,379,3471,16,20259,24743,2437.295,1346,1045,301,2.7,4.4,5.9,,5.01607717,2.065039081,-0.179110106,1.382223075,369,461,565,613,2829.848,72.16666667,3.387067131,5.9,5.536259924,34421,alberta
8,1998,27122,20077,7045,1428,1512,4105,21725,16244,699,4764,18,25071,27964,2789.694,1765,1453,312,1.4,4.4,5.9,,6.531945295,1.153446157,1.699877231,2.414315471,402,498,607,648,2899.066,72.6,3.83120011,5.6,5.771596091,48984,alberta
9,1999,25447,16688,8759,1570,1424,5765,20216,13431,1260,5507,18,24015,26359,2588.444,2152,1600,552,2.4,4.4,5.9,,4.062080858,2.458173661,2.47005293,2.412868633,416,517,633,675,2952.692,72.61666667,2.277635103,5.7,2.235710767,32652,alberta
10,2000,26266,16835,9431,1518,1545,6368,21506,14026,1259,6214,7,25730,26511,2698.24,2451,1765,686,1.3,4.4,5.9,,2.2831891,3.493887977,4.041685546,2.049106337,436,537,651,699,3004.198,72.20833333,2.582226806,5.0,6.259420932,31042,alberta
11,2001,29174,19769,9405,1957,1779,5669,24457,16584,2485,5383,5,27936,30815,3157.432,1936,1376,560,1.1,4.4,5.9,,2.268226823,2.256500661,2.691403188,2.874834144,467,581,701,768,3058.084,72.34166667,2.798321849,4.7,11.00522671,33262,alberta
12,2002,38754,24520,14234,2869,2531,8834,32728,21148,3221,8359,0,32162,40788,4376.041,1479,1171,308,2.3,4.4,5.9,,5.808836472,3.430738729,1.781170483,3.172828891,494,605,734,796,3128.262,72.90833333,2.849652051,5.3,0.626463652,40443,alberta
13,2003,36171,21918,14253,2567,2859,8827,32066,20171,2094,9801,0,35883,35847,4011.564,2403,1832,571,3.7,4.4,5.9,,5.406754284,4.417034753,3.116666667,2.050170848,501,613,745,794,3182.852,73.525,3.299444367,5.1,1.801752534,23168,alberta
14,2004,36270,22487,13783,2916,2401,8466,32188,20862,2120,9206,0,35505,38824,4591.189,2735,1856,879,4.6,4.4,5.9,,5.129419192,1.404741001,2.901244545,0.832993058,505,618,754,797,3238.387,73.48333333,2.650870691,4.7,7.853099182,23578,alberta
15,2005,40847,26684,14163,3012,2951,8200,34301,22993,1098,10210,0,37078,43160,5744.475,2119,1505,614,3.1,4.4,5.9,,6.800780664,2.140889414,3.510563104,0.785615939,514,633,765,821,3321.638,72.66666667,2.566919743,4.0,8.571087526,50901,alberta
16,2006,48962,31835,17127,3807,2935,10385,40882,27450,1165,12229,38,39191,50514,7713.93,1501,1290,211,0.9,1.6,5.9,,38.24852404,3.883794405,14.93930197,2.033108325,574,711,866,918,3421.361,73.38333333,5.010391584,3.5,10.90969703,67257,alberta
17,2007,48336,28105,20231,3699,4377,12155,38477,23648,1123,13701,5,41709,47277,8557.279,2244,1937,307,1.6,2.6,5.9,,22.48093543,4.932868482,15.05049838,6.088052296,665,830,1008,1093,3514.031,74.3,4.152298913,3.5,2.481477278,64663,alberta
18,2008,29164,14716,14448,2125,2210,10113,25395,13484,1151,10760,0,39051,27779,5688.524,3339,2526,813,2.5,3.7,5.9,,0.66412087,3.181111268,6.96540249,6.592427617,718,886,1074,1151,3595.755,74.73333333,3.158850809,3.6,5.208437534,52090,alberta
19,2009,20298,14344,5954,2267,1654,2033,17744,14484,670,2590,0,27575,22235,4990.165,2947,1432,1515,5.6,7.0,5.9,,-8.922975425,-0.143875034,0.311108727,2.876445187,698,866,1042,1152,3679.092,74.325,-1.176241464,6.5,-0.01405418,52816,alberta
20,2010,27088,17851,9237,2737,2596,3904,24123,18238,932,4953,0,29623,26292,6192.587,3177,1543,1634,4.6,6.1,12.2,,0.498007968,0.994854202,-0.074862307,-0.765012525,701,860,1034,1135,3732.573,72.95833333,-0.297663037,6.6,5.538411206,22377,alberta
21,2011,25704,15193,10511,2811,2473,5227,23604,16342,1285,5977,0,24276,28590,6525.232,3096,1717,1379,3.4,4.4,12.8,,0.414451752,2.438858696,1.509070477,0.129622049,703,868,1042,1151,3790.191,73.575,3.747750567,5.4,4.023203553,27854,alberta
22,2012,33396,17493,15903,3886,3315,8702,30606,19054,2830,8722,0,26501,33807,7752.979,2764,1660,1104,2.0,2.8,11.3,,1.265141319,1.120763976,1.328483315,1.369489678,739,903,1083,1159,3880.755,73.55833333,3.475827578,4.6,7.739032384,60780,alberta
23,2013,36011,18431,17580,3997,3992,9591,32993,20519,2962,9512,0,33008,39892,9228.491,2334,1707,627,1.6,2.7,10.2,,2.75562644,1.436253935,1.919775246,2.554106735,790,966,1157,1241,3996.62,73.14166667,2.47298588,4.6,4.933586559,84765,alberta
24,2014,40590,19563,21027,4780,4601,11646,37268,22298,3159,11804,7,35574,41737,10111.441,1842,1491,351,2.1,3.1,8.5,,3.431922049,2.566755027,3.757018887,2.962380391,838,1039,1238,1327,4108.283,72.71666667,2.173734016,4.7,3.715265576,79378,alberta
25,2015,37282,14557,22725,3953,4659,14113,34696,17746,4693,12257,0,40065,38831,9155.472,2835,2033,802,5.7,7.8,8.1,,0.725302209,1.153555219,2.425464922,2.049649905,863,1051,1251,1342,4179.66,73.01666667,1.166876106,6.0,2.837896134,38337,alberta
26,2016,24533,11421,13112,3272,2914,6926,22632,14123,1613,6896,0,34399,28475,7120.421,3801,1800,2001,8.4,10.7,9.2,,-0.529713624,1.078083131,1.359335223,-1.228792415,837,1002,1193,1307,4252.879,72.51666667,-1.622751108,8.1,2.837896134,40164,alberta
0,1990,645,304,341,38,152,151,645,346,132,84,83,624,922,125.546,18,16,2,1.1,4.9,5.6,,,,,,387,486,561,606,129.198,73.2,2.244039271,4.9,,1083,guelph
1,1991,762,328,434,38,172,224,762,366,197,155,44,577,922,125.546,18,16,2,0.6,4.9,5.6,,,,,,500,489,579,647,129.198,73.2,2.244039271,4.9,,1083,guelph
2,1992,922,339,583,2,442,139,922,344,406,172,0,1002,922,125.546,18,16,2,2.5,4.9,5.6,,,,,,466,533,618,675,129.198,73.2,2.244039271,4.9,,1083,guelph
3,1993,502,265,237,6,228,3,502,271,165,66,0,642,922,125.546,108,32,76,2.6,4.9,5.6,,,,,,445,536,626,680,129.198,73.2,2.244039271,4.9,,1083,guelph
4,1994,503,389,114,0,0,114,503,389,114,0,0,656,922,125.546,100,25,75,1.6,4.9,5.6,,,,,,464,557,642,688,129.198,73.2,2.244039271,4.9,,1083,guelph
5,1995,399,277,122,2,46,74,399,289,74,36,0,368,922,125.546,134,43,91,1.3,4.9,5.6,,,,,,527,566,642,689,129.198,73.2,2.244039271,4.9,,1083,guelph
6,1996,821,644,177,42,73,62,821,756,62,3,0,741,922,125.546,58,50,8,2.7,4.9,5.6,,,,,,462,576,658,698,129.198,73.2,2.244039271,4.9,,1083,guelph
7,1997,988,703,285,6,251,28,988,832,46,110,0,952,922,125.546,118,43,75,1.9,4.9,5.6,,,,,,451,584,678,704,129.198,73.2,2.244039271,4.9,,1083,guelph
8,1998,966,734,232,26,206,0,966,884,0,82,0,968,922,125.546,52,29,23,1.6,4.9,5.6,,,,,,456,593,686,744,129.198,73.2,2.244039271,4.9,,1083,guelph
9,1999,1003,772,231,24,207,0,1003,981,6,16,0,992,922,125.546,7,4,3,0.5,4.9,5.6,,,,,,473,608,702,777,129.198,73.2,2.244039271,4.9,,1083,guelph
10,2000,1297,835,462,86,258,118,1297,1179,118,0,0,1183,922,125.546,28,15,13,0.7,4.9,5.6,,,,,,485,647,736,824,129.198,73.2,2.244039271,4.9,,1083,guelph
11,2001,993,567,426,110,316,0,993,945,48,0,0,1030,922,125.546,48,19,29,1.0,4.9,5.6,,,,,,528,668,764,917,129.198,73.2,2.244039271,4.9,,1083,guelph
12,2002,1138,728,410,150,260,0,1138,1095,24,19,0,1191,922,125.546,35,16,19,2.7,4.9,5.6,,,,,,566,707,801,918,131.207,72.9,2.244039271,4.5,,1083,guelph
13,2003,994,641,353,46,159,148,994,815,144,35,0,1057,922,125.546,28,13,15,3.9,4.9,5.6,,,,,,602,706,823,927,133.154,73.9,3.29218107,4.6,,904,guelph
14,2004,1420,866,554,50,242,262,1420,1077,142,201,0,1178,922,125.546,33,17,16,3.3,4.9,5.6,,,,,,628,727,829,920,135.337,74.9,3.320053121,4.7,,1176,guelph
15,2005,951,566,385,70,282,33,951,753,41,157,0,1084,922,125.546,54,18,36,3.6,4.9,5.6,,,,,,619,734,830,1043,137.658,73.7,0.514138817,4.6,,1271,guelph
16,2006,864,485,379,80,205,94,864,758,44,62,0,916,922,125.546,62,23,39,2.8,4.3,5.6,,,,,,578,744,839,1143,139.329,73.9,0.895140665,5.5,,716,guelph
17,2007,941,575,366,58,274,34,941,881,0,60,0,935,1078,147.908,54,15,39,1.9,3.4,5.6,,,,,,588,743,848,1015,140.035,72.8,-0.760456274,5.7,,515,guelph
18,2008,1087,425,662,44,160,458,1087,592,117,378,0,769,963,125.834,52,33,19,2.3,4.5,5.6,,,,,,616,766,869,1021,141.399,74.4,3.575989783,5.6,,1023,guelph
19,2009,567,299,268,74,124,70,567,472,0,95,0,798,831,123.397,45,20,25,4.1,6.6,5.6,,,,,,648,770,874,1044,142.587,73.9,-2.466091245,8.2,,866,guelph
20,2010,1021,406,615,34,391,190,1021,557,2,462,0,845,1019,165.717,23,8,15,3.4,6.0,10.9,,,,,,611,782,887,1022,144.204,72.7,0.12642225,8.0,,1353,guelph
21,2011,764,260,504,50,197,257,764,353,92,319,0,758,648,111.741,31,9,22,1.1,2.1,10.9,,,,,,620,797,903,1036,145.637,72.4,3.535353535,5.6,,914,guelph
22,2012,731,275,456,44,210,202,731,383,6,342,0,604,839,130.599,25,11,14,1.4,2.7,7.0,,,,,,649,829,941,1078,148.198,72.5,2.317073171,5.3,,1764,guelph
23,2013,890,198,692,82,179,431,890,277,29,584,0,683,1176,178.383,28,10,18,1.9,3.3,7.0,,,,,,655,842,957,1099,149.794,68.4,-4.886769964,6.6,,873,guelph
24,2014,1064,204,860,54,161,645,1064,379,209,476,0,691,1124,191.099,32,22,10,1.2,2.4,9.4,,,,,,674,868,988,1146,151.627,68.7,2.506265664,6.2,,1123,guelph
25,2015,1141,343,798,24,354,420,1141,576,192,373,0,1129,1479,295.273,27,17,10,1.2,2.4,8.9,,,,,,706,898,1027,1160,153.531,73.2,10.63569682,4.0,,1205,guelph
26,2016,1061,249,812,36,259,517,1061,410,226,425,0,916,1281,222.761,20,13,7,1.0,2.0,11.4,,,,,,735,952,1078,1172,156.029,73.0,0.110497238,4.8,,1817,guelph
0,1990,589,520,69,6,24,39,589,532,55,0,2,513,469,38.16,61,54,7,4.1,7.3,3.6,,1.436692506,4.528885452,5.40806293,2.762321145,293,340,402,427,128.049,63.0,6.239168111,9.4,,-277,saint_john
1,1991,441,304,137,6,37,94,441,320,121,0,0,495,298,25.966,61,54,7,4.9,7.3,3.6,,0.876299164,6.49899609,5.223880597,3.509959389,304,352,421,440,129.187,63.0,6.239168111,9.4,,-277,saint_john
2,1992,493,409,84,2,48,34,493,420,69,0,4,466,436,35.212,61,54,7,6.0,7.3,3.6,,0.97979798,0.764040484,0.230496454,2.195235871,311,359,429,445,129.362,63.0,6.239168111,9.4,,-277,saint_john
3,1993,471,437,34,8,12,14,471,457,14,0,0,501,356,31.243,62,59,3,6.3,7.3,3.6,,-0.070021006,1.349089119,-1.406332921,1.26142596,316,369,436,461,129.286,63.0,6.239168111,9.4,,-277,saint_john
4,1994,442,379,63,8,43,12,442,414,22,6,0,535,347,28.521,44,34,10,8.0,7.3,3.6,,0.13013013,0.456665371,-2.036422356,1.13738942,316,370,439,464,128.875,63.0,6.239168111,9.4,,-277,saint_john
5,1995,267,195,72,8,40,24,267,212,55,0,0,225,214,18.343,28,23,5,8.6,7.3,3.6,,-0.149955013,1.508849985,2.793040293,1.142449125,309,364,437,470,128.476,63.0,6.239168111,9.4,,-277,saint_john
6,1996,306,217,89,22,67,0,306,303,3,0,0,333,296,24.371,44,27,17,9.1,7.3,3.6,,-1.031237485,1.429252025,-0.383073497,0.344158136,318,374,441,476,128.602,63.0,6.239168111,9.4,,-277,saint_john
7,1997,234,175,59,14,45,0,234,234,0,0,0,303,248,22.989,37,23,14,8.2,7.3,3.6,,-3.237228123,1.709722875,-0.599177249,0.703544103,327,377,449,481,128.162,63.0,6.239168111,9.4,,-277,saint_john
8,1998,278,216,62,23,39,0,278,272,6,0,0,240,256,24.962,40,22,18,7.3,7.3,3.6,,-2.258233142,0.498753117,-0.017993702,0.5938346,321,386,452,490,127.284,63.0,6.239168111,9.4,,-277,saint_john
9,1999,296,255,41,10,28,3,296,292,0,0,4,246,291,28.974,14,13,1,5.2,7.3,3.6,,0.438549577,1.645069387,1.277782777,0.260439274,337,396,457,496,126.958,63.0,6.239168111,9.4,,-277,saint_john
10,2000,346,309,37,10,13,14,346,324,9,0,13,353,325,32.977,21,16,5,3.4,7.3,3.6,,-0.244941427,3.254972875,3.589515771,0.822582042,336,402,460,499,126.662,63.0,6.239168111,9.4,,-277,saint_john
11,2001,374,325,49,18,21,10,374,356,15,0,3,342,330,32.783,19,12,7,5.6,7.3,3.6,,0.074730437,1.821366025,2.221459816,1.511508073,344,406,483,514,126.074,63.0,6.239168111,9.4,,-277,saint_john
12,2002,397,338,59,23,34,2,397,364,12,0,21,401,459,49.553,13,13,0,6.3,7.3,3.6,,2.122893109,3.199174407,0.704816244,1.531302876,359,424,492,543,125.866,66.0,6.239168111,8.4,,-277,saint_john
13,2003,580,405,175,24,36,115,580,467,101,0,12,468,619,60.32,15,14,1,5.2,7.3,3.6,,2.862216651,3.35,1.749708382,1.533205566,373,423,504,537,125.817,63.9,-3.752039152,9.2,,-78,saint_john
14,2004,516,387,129,32,39,58,516,453,63,0,0,528,640,66.24,19,15,4,5.8,7.3,3.6,,2.041230832,1.467505241,2.251883393,1.075092327,366,432,520,556,125.786,65.0,3.220338983,8.0,,9,saint_john
15,2005,501,403,98,38,26,34,501,471,15,15,0,553,615,72.782,7,3,4,5.7,6.9,3.6,,4.020700637,2.407819453,3.05117322,1.055537512,378,441,526,575,125.411,64.2,-0.164203612,7.0,,-368,saint_john
16,2006,565,363,202,30,65,107,565,459,87,17,2,418,734,77.711,24,24,0,6.8,7.8,3.6,,3.339073861,1.722666253,3.380478707,0.506186727,388,462,556,601,124.951,63.2,-0.164473684,6.0,,-26,saint_john
17,2007,687,412,275,46,77,152,687,546,138,3,0,635,828,106.566,44,20,24,5.2,6.1,3.6,,0.907323396,1.823174918,2.630985492,0.727476217,421,493,570,640,125.55,66.2,6.754530478,4.8,,355,saint_john
18,2008,832,488,344,86,80,178,832,659,173,0,0,723,979,121.184,66,54,12,3.1,3.5,3.6,,2.504816956,1.745579862,2.893137039,1.952380952,430,518,618,663,126.315,65.9,-1.080246914,6.1,,513,saint_john
19,2009,659,369,290,54,53,183,659,470,158,31,0,797,873,119.145,96,79,17,3.6,4.1,3.6,,3.258145363,0.493336279,2.783314351,2.740152577,457,541,644,683,127.432,67.1,3.432137285,5.7,,812,saint_john
20,2010,653,345,308,20,42,246,653,403,169,81,0,485,667,84.078,66,54,12,5.1,5.7,3.6,,1.525658807,2.22010551,0.941893483,1.932110926,464,555,645,706,128.02,65.9,-2.865761689,7.5,,388,saint_john
21,2011,361,220,141,34,27,80,361,277,81,3,0,402,535,67.728,50,46,4,5.9,6.7,3.6,,0.614754098,3.397605906,0.411663808,1.74682227,478,572,670,751,128.605,65.9,1.242236025,6.9,,-75,saint_john
22,2012,355,190,165,18,7,140,355,217,138,0,0,506,448,60.279,44,29,15,9.7,10.1,3.6,,-0.11880516,1.566724437,0.198155108,0.379894798,486,587,691,734,128.339,65.8,-1.993865031,8.7,,-428,saint_john
23,2013,276,140,136,26,15,95,276,176,100,0,0,258,410,57.724,29,20,9,11.4,12.0,3.6,,0.280373832,0.696198212,0.743316967,0.793304221,486,582,691,763,127.757,65.8,-0.312989045,8.9,,-655,saint_john
24,2014,236,127,109,20,10,79,236,151,85,0,0,340,321,48.701,19,15,4,9.0,10.0,3.6,,-0.101669067,1.443774148,1.09659514,1.148097336,493,599,714,760,127.119,65.9,0.941915228,7.7,,-663,saint_john
25,2015,225,130,95,9,10,76,225,146,79,0,0,158,269,50.563,11,9,2,8.5,8.7,2.7,,-0.127215673,0.440999599,0.743220623,0.806681896,491,600,718,790,126.982,65.7,-1.088646967,8.2,,-115,saint_john
26,2016,151,131,20,6,9,5,151,139,12,0,0,312,232,42.155,13,8,5,8.5,9.0,1.8,,0.730298913,2.208621607,1.94071514,0.63734863,494,623,720,768,127.549,65.6,0.0,8.0,,635,saint_john
0,1990,5972,3025,2947,346,118,2483,5972,3438,2210,324,0,6834,6207,396.641,952,385,567,5.7,1.5,7.1,2.4,3.299131807,4.273881833,7.43191928,2.879554134,357,418,470,531,651.122,64.7,6.370543542,7.9,,4037,quebec_cma
1,1991,6523,3108,3415,610,336,2469,6523,3948,1898,676,1,5720,7276,479.082,952,385,567,5.6,1.5,7.1,2.4,2.827017115,7.487820377,7.281357302,2.879213483,382,441,490,555,660.73,64.7,6.370543542,7.9,,4037,quebec_cma
2,1992,6300,2167,4133,592,272,3269,6300,3016,1810,1398,76,7293,6408,402.278,952,385,567,6.3,1.5,7.1,2.4,0.802496656,1.763720564,1.826226113,2.623110678,349,439,501,580,667.08,64.7,6.370543542,7.9,,4037,quebec_cma
3,1993,4699,1748,2951,558,326,2067,4699,2656,606,1437,0,5106,5304,336.254,960,313,647,6.0,1.5,7.1,2.4,-0.294854784,1.326491092,0.526948322,2.080957811,348,439,502,578,674.637,64.7,6.370543542,7.9,,4037,quebec_cma
4,1994,4677,1842,2835,538,243,2054,4677,2607,839,1231,0,4660,4761,317.225,910,292,618,6.9,1.5,7.1,2.4,-0.532308147,-0.840898232,-1.204708479,1.601042539,342,436,501,574,679.25,64.7,6.370543542,7.9,,4037,quebec_cma
5,1995,2405,1077,1328,230,74,1024,2405,1373,521,511,0,2678,2256,149.741,697,216,481,6.0,1.5,7.1,2.4,0.698676973,2.091163149,2.662198641,1.291800275,350,438,513,585,680.716,64.7,6.370543542,7.9,,4037,quebec_cma
6,1996,2208,1006,1202,224,45,933,2208,1279,662,267,0,2322,2289,162.01,494,170,324,6.5,1.5,7.1,2.4,-1.343371715,1.708514253,1.124308641,1.311505065,346,438,511,579,687.726,64.7,6.370543542,7.9,,4037,quebec_cma
7,1997,2233,1247,986,268,40,678,2233,1555,515,163,0,2524,2472,187.028,290,169,121,6.6,1.5,7.1,2.4,-0.418973515,1.364269142,-0.753160585,1.071332917,346,440,513,590,689.763,64.7,6.370543542,7.9,,4037,quebec_cma
8,1998,1845,1108,737,166,49,522,1845,1323,290,232,0,1838,2231,170.977,271,155,116,5.2,1.5,7.1,2.4,0.570999249,1.483244827,0.686602222,1.04231075,350,445,513,595,691.482,64.7,6.370543542,7.9,,4037,quebec_cma
9,1999,1814,1165,649,164,53,432,1814,1382,281,151,0,1771,2230,185.931,269,98,171,3.3,1.5,7.1,2.4,1.718213058,1.533742331,1.283086586,0.681877787,364,450,511,597,693.953,64.7,6.370543542,7.9,,4037,quebec_cma
10,2000,2275,1262,1013,62,74,877,2275,1391,748,112,24,2032,2327,187.394,152,72,80,1.6,1.5,7.1,2.4,2.129847239,2.194775191,2.445074415,0.781453504,368,459,518,599,697.027,64.7,6.370543542,7.9,,4037,quebec_cma
11,2001,2555,1581,974,113,45,816,2555,1805,433,309,8,2471,2790,276.346,109,83,26,0.8,1.5,7.1,2.4,2.488134618,2.243283193,2.46454514,1.542172827,380,473,538,632,703.96,64.7,6.370543542,7.9,,4037,quebec_cma
12,2002,4282,2327,1955,172,48,1735,4282,2662,1117,503,0,3748,4681,436.989,84,62,22,0.3,1.5,7.1,2.4,4.322200393,2.049494005,1.299687737,1.807228916,388,489,550,653,708.734,67.2,6.370543542,6.4,,4037,quebec_cma
13,2003,5599,2674,2925,228,115,2582,5599,3167,1350,1070,12,5517,5830,572.084,153,84,69,0.5,1.5,7.1,2.4,9.160613398,2.55,4.31558777,1.85015418,405,506,567,671,712.571,66.9,-0.192307692,6.9,,3261,quebec_cma
14,2004,6186,2704,3482,302,111,3069,6186,3311,1675,1200,0,5259,6064,651.548,229,55,174,1.1,1.5,7.1,2.4,6.075169439,1.942142045,2.907116045,1.121021193,419,523,596,706,718.11,66.0,0.880814754,5.8,,4877,quebec_cma
15,2005,5835,2528,3307,410,124,2773,5835,3284,1372,1131,48,6149,6192,703.531,344,91,253,1.4,1.6,7.1,2.4,4.321561338,2.231964926,2.669771052,1.456546367,434,536,621,724,721.871,67.9,3.847203274,5.5,,2675,quebec_cma
16,2006,5176,2226,2950,320,135,2495,5176,2937,1099,1038,102,5922,4864,566.771,422,105,317,1.5,1.8,7.1,2.4,5.256124722,1.668615984,2.403809812,1.323975116,452,558,637,749,728.221,66.4,-0.735680504,5.3,,3802,quebec_cma
17,2007,5284,2144,3140,300,194,2646,5284,2850,1567,740,127,4442,6114,726.761,293,64,229,1.2,1.7,7.1,2.4,3.903935675,1.319119564,2.605742969,1.172858942,455,547,641,755,736.993,67.4,3.308628904,5.1,,4462,quebec_cma
18,2008,5457,2031,3426,496,183,2747,5457,2853,1353,1160,91,5486,5877,738.893,347,115,232,0.6,1.2,7.1,1.3,5.294776499,2.066459768,4.647482014,1.43935268,452,558,653,770,746.711,67.3,2.25467589,4.4,,5084,quebec_cma
19,2009,5513,1746,3767,612,182,2973,5513,2658,1347,1315,193,5120,6595,878.667,469,143,326,0.6,1.0,7.1,1.6,6.981916642,0.771284485,3.045510793,1.748734468,472,582,676,795,756.499,66.7,0.025056377,5.0,,4798,quebec_cma
20,2010,6652,1768,4884,818,267,3799,6652,3014,1798,1727,113,6419,7324,996.65,582,208,374,1.0,1.2,8.1,1.7,3.226972792,1.368854872,0.587097205,1.854364541,492,600,692,824,766.563,68.5,4.133266533,5.1,,4939,quebec_cma
21,2011,5445,1349,4096,824,258,3014,5445,2594,784,1986,81,5667,5950,907.442,774,270,504,1.6,1.8,6.2,2.3,1.42732049,3.005662843,0.815812164,1.798401421,523,609,718,850,776.821,69.2,2.2853019,5.3,,5189,quebec_cma
22,2012,6416,1258,5158,522,306,4330,6416,2176,1511,2581,148,5518,6958,966.052,1351,195,1156,2.0,2.3,5.2,2.2,2.918069585,2.206089653,2.256578947,1.984732824,510,618,741,873,783.957,68.9,0.917215428,5.0,,4348,quebec_cma
23,2013,4680,961,3719,526,124,3069,4680,1607,1551,1475,47,5465,4910,751.85,960,235,725,2.3,2.9,6.3,5.9,1.073735425,0.862009517,0.842823136,1.425719989,513,634,757,886,790.464,68.0,-0.139827546,4.7,,3793,quebec_cma
24,2014,4449,887,3562,618,101,2843,4449,1632,1560,1174,83,4451,5357,809.183,939,265,674,3.1,3.7,5.7,3.2,0.157689435,1.34691645,1.161158607,1.208883891,534,648,775,898,796.529,68.8,1.213535589,5.3,,3394,quebec_cma
25,2015,5442,826,4616,368,93,4155,5442,1326,3106,1010,0,4354,5472,767.378,808,234,574,4.0,4.6,4.9,4.0,-0.232018561,0.978209539,0.334258325,1.4375,546,666,788,930,801.292,69.3,1.982937514,4.7,,2392,quebec_cma
26,2016,4766,873,3893,422,244,3227,4766,1535,2792,439,0,4915,6757,907.011,546,198,348,4.9,5.5,4.4,4.8,-0.348837209,0.628006414,0.678861022,1.150133498,555,684,808,955,807.211,68.0,-0.859145376,4.6,,3451,quebec_cma
0,1990,1179,515,664,6,40,618,1179,554,613,12,0,1401,1182,71.082,35,25,10,9.7,1.5,9.7,,,,,,288,339,390,467,142.396,64.4,3.648802737,7.9,,1435,sherbrooke
1,1991,1105,636,469,40,26,403,1105,689,384,32,0,937,1138,69.117,35,25,10,9.7,1.5,9.7,,,,,,313,342,401,475,143.998,64.4,3.648802737,7.9,,1435,sherbrooke
2,1992,749,437,312,52,17,243,749,505,210,34,0,970,826,52.064,35,25,10,9.3,1.5,9.7,,,,,,318,351,408,487,144.971,64.4,3.648802737,7.9,,1435,sherbrooke
3,1993,778,412,366,70,46,250,778,522,190,66,0,717,879,62.589,73,38,35,7.6,1.5,9.7,,,,,,283,344,418,494,146.017,64.4,3.648802737,7.9,,1435,sherbrooke
